rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
413,Marlos Moreno,co COL,MF,Konyaspor,25,1996,9.7,3,0,0,13,30,4,18,4,19,,,0,Matches
414,Bevic Moussiti-Oko,cg CGO,FW,Ankaragücü,27,1995,0.7,0,0,0,0,3,0,0,0,0,,,0,Matches
415,Antonio Mršić,hr CRO,MF,Ümraniyespor,35,1987,11.1,3,0,0,29,16,2,23,11,13,,,0,Matches
416,Nihad Mujakić,ba BIH,DF,Ankaragücü,24,1998,32.0,6,0,0,20,19,1,7,35,39,,,0,Matches
417,Jackson Muleka,cd COD,"MF,FW",Beşiktaş,22,1999,12.9,2,0,0,26,12,7,28,8,6,,,0,Matches
418,Robert Murić,hr CRO,MF,Konyaspor,26,1996,8.8,2,0,0,3,7,5,63,6,9,,,0,Matches
419,Ahmed Musa,ng NGA,MF,Fatih Karagümrük,29,1992,1.2,1,0,0,3,2,0,2,0,1,,,0,Matches
420,Ahmed Musa,ng NGA,"FW,MF",Sivasspor,29,1992,3.6,0,0,0,4,5,1,7,3,0,,,0,Matches
421,Fernando Muslera,uy URU,GK,Galatasaray,36,1986,32.9,5,0,0,1,7,0,0,2,0,,,0,Matches
422,Clinton N'Jie,cm CMR,"MF,FW",Sivasspor,28,1993,16.6,0,0,0,29,9,7,63,4,12,,,0,Matches
423,Georges-Kévin N'Koudou,cm CMR,"MF,FW",Beşiktaş,27,1995,12.2,2,0,0,14,28,8,65,6,8,,,0,Matches
424,Shoya Nakajima,jp JPN,MF,Antalyaspor,27,1994,7.0,0,1,0,3,12,3,13,1,3,,,0,Matches
425,Umut Nayir,tr TUR,FW,Ümraniyespor,29,1993,29.4,2,0,0,25,48,10,4,1,14,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
426,Alassane Ndao,sn SEN,MF,Antalyaspor,25,1996,12.8,0,0,0,12,11,6,25,7,7,,,0,Matches
427,Youssouf Ndayishimiye,bi BDI,"DF,MF",Başakşehir,23,1998,16.6,8,0,0,17,13,0,8,17,14,,,1,Matches
428,Badou Ndiaye,sn SEN,MF,Adana Demirspor,31,1990,30.5,4,0,0,43,89,1,7,32,37,,,0,Matches
429,Cherif Ndiaye,sn SEN,FW,Adana Demirspor,26,1996,9.0,1,0,0,16,30,4,2,1,3,,,0,Matches
430,Emre Nefiz,tr TUR,MF,Ümraniyespor,27,1994,0.3,1,0,0,0,1,0,0,0,0,,,0,Matches
431,Victor Nelsson,dk DEN,DF,Galatasaray,23,1998,32.9,5,0,0,48,19,1,0,32,17,,,0,Matches
432,Samuel Nongoh,cm CMR,MF,Adana Demirspor,18,2004,0.6,0,0,0,1,2,0,0,2,0,,,0,Matches
433,Francis Nzaba,cg CGO,DF,Başakşehir,20,2002,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches
434,Ahmet Oğuz,tr TUR,DF,Konyaspor,29,1993,29.1,8,0,0,59,65,1,82,73,45,,,0,Matches
435,Stefano Okaka,it ITA,FW,Başakşehir,32,1989,12.0,4,1,1,34,25,5,2,2,6,,,0,Matches
436,Burak Öksüz,,DF,Hatayspor,26,1996,9.9,2,0,0,10,4,0,1,10,3,,,0,Matches
437,Alaaddin Okumuş,,DF,Sivasspor,26,1995,6.8,0,0,0,8,2,0,44,8,6,,,0,Matches
438,Sérgio Oliveira,pt POR,MF,Galatasaray,30,1992,25.8,7,0,0,30,41,0,137,25,35,,,0,Matches
439,Michael Ologo,ng NGA,DF,İstanbulspor,19,2003,4.6,2,0,0,5,1,0,1,6,4,,,0,Matches
440,Abdülkadir Ömür,tr TUR,MF,Trabzonspor,23,1999,19.7,0,0,0,11,22,3,31,21,19,,,0,Matches
441,Samed Onur,tr TUR,FW,Fatih Karagümrük,20,2002,0.8,0,0,0,0,5,0,1,0,2,,,0,Matches
442,Henry Onyekuru,ng NGA,MF,Adana Demirspor,25,1997,21.6,5,0,0,17,26,35,10,15,6,,,0,Matches
443,Jayden Oosterwolde,nl NED,DF,Fenerbahçe,21,2001,0.9,1,0,0,1,0,0,3,1,1,,,0,Matches
444,Bright Osayi-Samuel,ng NGA,"DF,MF",Fenerbahçe,24,1997,13.4,6,0,0,17,24,1,21,13,10,,,0,Matches
445,Sinan Osmanoğlu,tr TUR,DF,Ankaragücü,32,1990,1.1,1,0,0,2,1,0,0,0,1,,,0,Matches
446,Caner Osmanpaşa,tr TUR,DF,Sivasspor,34,1988,22.1,3,0,0,12,9,1,1,52,19,,,0,Matches
447,Raymond Owusu Frimpong,gh GHA,FW,İstanbulspor,20,2002,0.3,0,0,0,2,1,1,1,0,0,,,0,Matches
448,Şener Özbayraklı,tr TUR,DF,Başakşehir,32,1990,6.6,0,0,0,7,8,1,4,11,11,,,0,Matches
449,Ertaç Özbir,tr TUR,GK,Adana Demirspor,32,1989,32.0,4,0,0,1,7,0,0,4,2,,,0,Matches
450,Berkay Özcan,tr TUR,MF,Başakşehir,24,1998,24.9,1,0,0,14,37,2,23,14,13,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
451,Yasin Özcan,tr TUR,DF,Kasımpaşa,16,2006,14.0,4,0,0,18,6,0,5,36,18,,,0,Matches
452,Berat Özdemir,tr TUR,MF,Trabzonspor,24,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
453,Orkun Özdemir,,GK,Ümraniyespor,27,1995,18.8,4,0,0,1,6,0,0,0,0,,,0,Matches
454,Yusuf Özdemir,tr TUR,"DF,MF",Alanyaspor,21,2001,18.4,5,0,0,25,28,3,58,8,26,,,0,Matches
455,Magomed Ozdoyev,ru RUS,MF,Fatih Karagümrük,29,1992,30.4,7,0,0,30,25,0,40,22,34,,,0,Matches
456,Berke Özer,tr TUR,GK,Ümraniyespor,22,2000,5.0,0,0,0,0,0,0,0,0,0,,,0,Matches
457,Mesut Özil,de GER,MF,Başakşehir,33,1988,0.8,0,0,0,1,1,0,4,0,2,,,0,Matches
458,Hakan Özmert,tr TUR,MF,Antalyaspor,37,1985,2.4,2,0,0,5,9,0,11,3,4,,,0,Matches
459,Erhun Oztumer,,"FW,MF",Adana Demirspor,31,1991,0.4,0,0,0,0,3,0,1,0,0,,,0,Matches
460,Eslem Öztürk,tr TUR,MF,İstanbulspor,24,1997,0.0,0,0,0,0,0,0,1,0,0,,,0,Matches
461,Murat Paluli,tr TUR,DF,Sivasspor,27,1994,16.9,0,0,0,12,8,1,32,26,17,,,0,Matches
462,İlhan Parlak,tr TUR,FW,Kayserispor,35,1987,6.2,2,0,0,14,11,3,1,2,5,,,0,Matches
463,Abdülkadir Parmak,tr TUR,MF,Gaziantep FK,27,1994,4.4,0,0,0,4,6,0,2,3,5,,,0,Matches
464,Domagoj Pavičić,hr CRO,"MF,FW",Konyaspor,28,1994,2.4,0,0,0,3,2,0,1,0,3,,,0,Matches
465,Bruno Paz,ao ANG,MF,Konyaspor,24,1998,14.3,5,0,0,25,23,1,8,11,21,,,0,Matches
466,João Pedro,it ITA,FW,Fenerbahçe,30,1992,10.7,2,1,1,31,18,4,2,1,4,,,0,Matches
467,Halil Pehlivan,tr TUR,DF,Gaziantep FK,28,1993,5.5,2,0,0,7,2,1,11,7,6,,,0,Matches
468,Tomáš Pekhart,cz CZE,FW,Gaziantep FK,33,1989,5.0,0,0,0,17,7,3,1,1,2,,,0,Matches
469,Mustafa Pektemek,tr TUR,FW,Kayserispor,33,1988,2.7,1,0,0,6,3,0,0,1,6,,,0,Matches
470,Pedro Pereira,pt POR,"DF,MF",Alanyaspor,24,1998,17.2,3,0,0,31,10,1,44,13,21,,,0,Matches
471,Bruno Peres,br BRA,"DF,MF",Trabzonspor,32,1990,6.3,3,0,0,9,3,0,23,12,9,,,0,Matches
472,Luan Peres Petroni,br BRA,DF,Fenerbahçe,28,1994,8.7,1,1,0,11,3,0,4,17,17,,,0,Matches
473,Alexis Pérez,co COL,DF,Giresunspor,28,1994,23.4,7,1,0,30,16,1,5,50,31,,,0,Matches
474,Raoul Petretta,it ITA,DF,Kasımpaşa,25,1997,5.8,4,0,0,14,6,0,3,10,10,,,0,Matches
475,Sergen Piçinciol,tr TUR,DF,Giresunspor,26,1995,3.0,1,0,0,5,2,0,0,2,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
476,Onurcan Piri,tr TUR,GK,Giresunspor,27,1994,21.8,2,0,0,1,7,0,0,0,2,,,0,Matches
477,Strahil Popov,bg BUL,DF,Ümraniyespor,31,1990,20.0,1,0,0,14,7,1,73,22,23,,,0,Matches
478,Alejandro Pozuelo,es ESP,MF,Konyaspor,30,1991,9.0,1,0,0,11,9,0,37,4,2,,,0,Matches
479,Uroš Radaković,rs SRB,DF,Ankaragücü,28,1994,21.8,1,0,0,16,5,2,3,33,13,,,0,Matches
480,Amar Rahmanović,ba BIH,"FW,MF",Konyaspor,28,1994,2.4,0,0,0,1,4,2,1,0,3,,,0,Matches
481,Niko Rak,hr CRO,DF,Konyaspor,19,2003,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
482,Erdal Rakip,mk MKD,"MF,DF",Antalyaspor,26,1996,9.4,2,0,0,23,22,0,4,16,24,,,0,Matches
483,Yaroslav Rakitskiy,ua UKR,DF,Adana Demirspor,32,1989,6.5,4,2,0,8,4,0,4,7,3,,,0,Matches
484,Milot Rashica,xk KVX,MF,Galatasaray,26,1996,18.8,3,0,0,25,24,1,85,13,17,,,0,Matches
485,Joher Rassoul,sn SEN,"DF,MF",Alanyaspor,26,1995,8.6,1,0,0,7,5,1,0,15,9,,,0,Matches
486,Nathan Redmond,eng ENG,MF,Beşiktaş,28,1994,17.5,5,0,0,23,20,2,74,6,12,,,0,Matches
487,Rúben Tiago Rodrigues Ribeiro,pt POR,MF,Hatayspor,34,1987,14.1,6,1,1,24,28,1,15,10,23,,,0,Matches
488,Matteo Ricci,it ITA,MF,Fatih Karagümrük,28,1994,13.6,4,0,0,23,17,0,43,19,16,,,0,Matches
489,Bruno Rodrigues,pt POR,DF,Fatih Karagümrük,21,2001,3.2,1,0,0,4,2,0,0,4,3,,,0,Matches
490,Kévin Rodrigues,pt POR,DF,Adana Demirspor,28,1994,31.2,6,0,0,31,54,1,131,51,52,,,0,Matches
491,Pedro Rodrigues,pt POR,MF,Ankaragücü,25,1997,1.4,2,0,0,5,0,0,6,2,2,,,0,Matches
492,Valentin Rosier,fr FRA,DF,Beşiktaş,25,1996,24.1,6,1,0,26,20,1,68,25,37,,,0,Matches
493,Diego Rossi,uy URU,MF,Fenerbahçe,24,1998,17.4,0,0,0,13,17,8,67,12,8,,,0,Matches
494,Eduard Rroca,al ALB,MF,İstanbulspor,29,1993,19.0,10,1,1,40,41,0,14,16,19,,,0,Matches
495,Dia Saba,il ISR,MF,Sivasspor,29,1992,11.4,4,0,0,5,9,2,50,5,7,,,0,Matches
496,Isaac Sackey,gh GHA,"MF,DF",Ümraniyespor,28,1994,23.5,10,1,1,25,20,0,0,32,20,,,0,Matches
497,Ángelo Sagal,cl CHI,"MF,FW",Gaziantep FK,29,1993,10.4,3,1,1,14,21,3,31,9,4,,,0,Matches
498,Görkem Sağlam,de GER,"MF,DF",Giresunspor,24,1998,22.7,2,0,0,25,14,3,66,12,14,,,0,Matches
499,Dylan Saint-Louis,cg CGO,FW,Hatayspor,27,1995,3.2,0,0,0,5,5,0,18,0,2,,,0,Matches
500,Borja Sainz,es ESP,MF,Giresunspor,21,2001,29.4,11,1,1,52,73,9,55,28,34,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
501,Romain Saïss,ma MAR,DF,Beşiktaş,32,1990,21.4,6,0,0,43,11,0,7,26,22,,,1,Matches
502,Yusuf Saitoğlu,,DF,Ümraniyespor,19,2003,0.9,0,0,0,0,2,0,0,1,1,,,0,Matches
503,Samuel Sáiz,es ESP,"MF,FW",Sivasspor,31,1991,10.9,3,0,0,8,26,6,35,2,5,,,0,Matches
504,Allyson Aires dos Santos,br BRA,DF,Ümraniyespor,31,1990,14.3,1,1,0,15,26,0,0,23,11,,,0,Matches
505,Dogukan Saral,,MF,Ümraniyespor,19,2003,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
506,Veysel Sarı,tr TUR,DF,Antalyaspor,34,1988,27.3,5,0,0,29,22,4,6,33,36,,,0,Matches
507,Yusuf Sari,tr TUR,MF,Adana Demirspor,23,1998,17.5,5,1,1,15,24,3,78,7,13,,,0,Matches
508,Talha Sarıarslan,tr TUR,FW,Kayserispor,18,2004,0.7,0,0,0,1,0,1,1,0,2,,,0,Matches
509,Muammer Sarıkaya,,MF,İstanbulspor,24,1998,24.4,7,0,0,41,42,0,9,20,39,,,0,Matches
510,Ali Şaşal Vural,tr TUR,GK,Sivasspor,32,1990,29.5,1,0,0,0,8,0,0,1,1,,,0,Matches
511,Vukan Savićević,me MNE,MF,Giresunspor,28,1994,14.3,6,0,0,19,30,2,63,5,18,,,0,Matches
512,Gökhan Sazdağı,tr TUR,"DF,MF",Kayserispor,27,1994,22.2,4,0,0,33,25,12,38,21,29,,,0,Matches
513,Haris Seferović,ch SUI,FW,Galatasaray,30,1992,4.2,0,0,0,7,7,8,1,0,0,,,0,Matches
514,Ibrahim Šehić,ba BIH,GK,Konyaspor,33,1988,29.0,5,1,1,1,4,0,0,1,0,,,0,Matches
515,Jesse Sekidika,ng NGA,"FW,MF",Ümraniyespor,26,1996,8.9,1,0,0,11,7,5,32,12,9,,,0,Matches
516,Ahmet Şen,tr TUR,GK,Fatih Karagümrük,23,1999,17.3,1,0,0,1,5,0,0,2,0,,,1,Matches
517,Kerem Şen,,MF,İstanbulspor,20,2002,2.6,0,0,0,2,5,1,1,4,2,,,0,Matches
518,Muhammed Şengezer,tr TUR,GK,Başakşehir,25,1997,12.0,2,0,0,0,1,0,0,2,0,,,0,Matches
519,Faustin Senghor,sn SEN,DF,Giresunspor,28,1994,0.8,1,0,0,2,0,0,0,4,0,,,0,Matches
520,Tarkan Serbest,tr TUR,DF,Kasımpaşa,28,1994,7.2,1,0,0,2,0,0,1,8,4,,,0,Matches
521,Cemalil Sertel,tr TUR,DF,Antalyaspor,22,2000,8.0,2,0,0,13,8,1,16,6,16,,,1,Matches
522,Kadir Seven,,DF,Giresunspor,19,2003,7.3,2,0,0,5,4,1,0,7,6,,,0,Matches
523,Wu Shaocong,cn CHN,DF,Başakşehir,22,2000,1.1,0,0,0,3,0,0,0,4,1,,,0,Matches
524,Otabek Shukurov,uz UZB,MF,Fatih Karagümrük,26,1996,21.9,11,1,1,49,22,3,11,18,15,,,0,Matches
525,Doğukan Sınık,tr TUR,MF,Antalyaspor,23,1999,7.6,3,0,0,21,11,3,8,2,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
526,Emmanouil Siopis,gr GRE,MF,Trabzonspor,28,1994,23.0,3,0,0,22,55,0,2,21,27,,,0,Matches
527,Guilherme Sityá,pt POR,DF,Konyaspor,32,1990,34.0,3,0,0,20,19,2,243,46,39,,,0,Matches
528,Kévin Soni,cm CMR,MF,Hatayspor,24,1998,0.9,0,0,0,4,1,0,0,0,0,,,0,Matches
529,Fabiano Souza,br BRA,DF,Kasımpaşa,22,2000,8.8,2,0,0,15,8,0,12,14,9,,,0,Matches
530,Josef de Souza,br BRA,MF,Beşiktaş,33,1989,9.1,3,0,0,15,6,0,2,9,15,,,0,Matches
531,Ali Sowe,gm GAM,FW,Ankaragücü,28,1994,30.5,0,0,0,46,43,14,4,3,12,,,0,Matches
532,Furkan Soyalp,tr TUR,MF,Gaziantep FK,27,1995,14.0,7,0,0,33,23,1,7,21,20,,,0,Matches
533,Furkan Soyalp,tr TUR,MF,Adana Demirspor,27,1995,1.1,0,0,0,3,2,0,3,3,2,,,0,Matches
534,Benjamin Stambouli,fr FRA,MF,Adana Demirspor,31,1990,23.4,5,1,1,22,23,0,16,21,19,,,0,Matches
535,Luka Stankovski,mk MKD,MF,Gaziantep FK,19,2002,0.2,1,0,0,1,1,0,0,1,1,,,0,Matches
536,Jens Stryger Larsen,dk DEN,DF,Trabzonspor,31,1991,26.3,1,1,0,22,12,3,46,24,18,,,1,Matches
537,Ali Sühan Demirel,tr TUR,FW,Kasımpaşa,19,2003,1.8,0,0,0,6,3,0,2,0,1,,,0,Matches
538,Jonas Svensson,no NOR,DF,Adana Demirspor,29,1993,28.7,5,0,0,33,37,2,27,30,43,,,0,Matches
539,Bálint Szabó,hu HUN,MF,Antalyaspor,21,2001,0.4,0,0,0,1,1,0,0,0,0,,,0,Matches
540,Attila Szalai,hu HUN,DF,Fenerbahçe,24,1998,32.0,4,0,0,22,6,0,5,35,22,,,0,Matches
541,Patryk Szysz,pl POL,"MF,FW",Başakşehir,24,1998,10.0,1,0,0,7,10,3,17,10,6,,,0,Matches
542,Deniz Tabak,,DF,Ümraniyespor,18,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
543,Muhammet Taha Tepe,tr TUR,GK,Trabzonspor,21,2001,4.3,0,0,0,0,0,0,0,0,0,,,0,Matches
544,Tayyib Talha Sanuç,tr TUR,DF,Beşiktaş,22,1999,17.0,1,0,0,18,13,2,2,30,14,,,0,Matches
545,Tayyib Talha Sanuç,tr TUR,DF,Adana Demirspor,22,1999,2.2,0,0,0,1,2,0,1,0,0,,,0,Matches
546,Oussama Targhalline,ma MAR,"MF,FW",Alanyaspor,20,2002,2.1,1,0,0,6,4,0,1,3,0,,,0,Matches
547,Emre Taşdemir,tr TUR,DF,Galatasaray,26,1995,3.5,0,0,0,3,3,0,24,2,2,,,0,Matches
548,Ertuğrul Taşkıran,tr TUR,GK,Kasımpaşa,32,1989,18.0,1,0,0,1,5,0,0,0,0,,,0,Matches
549,Mahmut Tekdemir,tr TUR,MF,Başakşehir,34,1988,20.4,8,2,0,27,36,2,11,27,12,,,0,Matches
550,Vefa Temel,fr FRA,MF,İstanbulspor,19,2002,0.2,0,0,0,1,0,0,0,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
551,Emir Tintiş,tr TUR,DF,Fatih Karagümrük,18,2004,0.9,0,0,0,0,1,0,0,3,0,,,0,Matches
552,Mickaël Tirpan,be BEL,"MF,DF",Kasımpaşa,28,1993,20.8,9,0,0,58,28,1,45,46,25,,,0,Matches
553,Dorukhan Toköz,tr TUR,"MF,DF",Trabzonspor,26,1996,3.7,1,0,0,6,3,0,2,11,2,,,0,Matches
554,Jetmir Topalli,xk KVX,MF,İstanbulspor,24,1998,19.3,3,0,0,24,26,15,49,8,10,,,0,Matches
555,Ömer Toprak,tr TUR,DF,Antalyaspor,33,1989,19.5,2,0,0,7,14,0,2,25,11,,,0,Matches
556,Gökhan Töre,tr TUR,FW,Ankaragücü,30,1992,1.2,0,0,0,2,3,3,14,1,0,,,0,Matches
557,Gökhan Töre,tr TUR,"FW,MF",Adana Demirspor,30,1992,0.4,0,0,0,1,0,0,2,0,0,,,0,Matches
558,Lucas Torreira,uy URU,MF,Galatasaray,26,1996,26.7,6,0,0,37,59,0,4,38,50,,,0,Matches
559,Tunay Torun,tr TUR,"FW,MF",Kasımpaşa,32,1990,0.6,0,0,0,1,1,0,7,0,1,,,0,Matches
560,Alin Toșca,ro ROU,DF,Gaziantep FK,30,1992,6.0,1,0,0,5,2,0,1,6,5,,,0,Matches
561,Cenk Tosun,tr TUR,"MF,FW",Beşiktaş,31,1991,21.6,5,1,1,29,30,13,21,4,24,,,0,Matches
562,Ahmed Touba,dz ALG,DF,Başakşehir,24,1998,20.7,5,1,1,25,16,1,3,30,19,,,0,Matches
563,Bertrand Traoré,bf BFA,"FW,MF",Başakşehir,26,1995,7.6,1,0,0,4,13,3,6,5,4,,,0,Matches
564,Hamidou Traoré,ml MLI,MF,Giresunspor,25,1996,3.0,1,0,0,2,1,0,0,2,4,,,0,Matches
565,Trézéguet,eg EGY,MF,Trabzonspor,27,1994,23.6,6,0,0,28,43,14,43,16,21,,,0,Matches
566,Hüseyin Türkmen,tr TUR,DF,Trabzonspor,24,1998,11.5,2,0,0,12,8,0,1,18,11,,,0,Matches
567,Deniz Turuc,tr TUR,MF,Başakşehir,29,1993,22.5,6,0,0,41,29,4,118,3,20,,,0,Matches
568,Salih Uçan,tr TUR,MF,Beşiktaş,28,1994,24.6,6,0,0,59,24,3,63,27,43,,,0,Matches
569,Adnan Ugur,be BEL,MF,Fatih Karagümrük,21,2001,2.2,1,1,0,8,2,0,0,3,2,,,0,Matches
570,Oğulcan Ülgün,tr TUR,MF,Konyaspor,24,1998,6.0,9,1,1,22,18,2,5,11,5,,,0,Matches
571,Alper Uludağ,tr TUR,DF,Giresunspor,31,1990,26.0,9,0,0,31,17,4,96,28,27,,,0,Matches
572,Talha Ulvan,be BEL,DF,Giresunspor,21,2001,1.0,0,0,0,0,2,0,7,3,2,,,0,Matches
573,Fredrik Ulvestad,no NOR,MF,Sivasspor,30,1992,21.9,4,0,0,31,25,2,7,19,19,,,0,Matches
574,Naci Ünüvar,nl NED,MF,Trabzonspor,19,2003,2.9,2,1,1,6,2,0,4,2,3,,,0,Matches
575,Arda Ünyay,tr TUR,DF,Ankaragücü,15,2007,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
576,Alperen Uysal,tr TUR,GK,Antalyaspor,28,1994,10.0,1,0,0,0,1,0,0,0,0,,,0,Matches
577,Necip Uysal,tr TUR,"DF,MF",Beşiktaş,31,1991,9.4,2,0,0,17,7,0,2,12,12,,,0,Matches
578,Anthony Uzodimma,ng NGA,"DF,MF",Kayserispor,23,1999,9.5,1,0,0,8,12,0,17,5,11,,,0,Matches
579,Fıratcan Üzüm,,"DF,MF",Ankaragücü,23,1999,4.5,1,0,0,5,11,0,14,5,12,,,0,Matches
580,Emrecan Uzunhan,,DF,Beşiktaş,21,2001,1.3,2,1,1,2,0,0,0,1,0,,,0,Matches
581,Emrecan Uzunhan,,DF,Antalyaspor,21,2001,8.6,1,0,0,11,10,0,6,8,16,,,0,Matches
582,Enner Valencia,ec ECU,FW,Fenerbahçe,32,1989,24.9,3,1,0,41,60,19,33,9,16,,,0,Matches
583,Berkay Vardar,az AZE,MF,Beşiktaş,19,2003,2.7,2,0,0,8,9,0,1,9,7,,,0,Matches
584,Kevin Varga,hu HUN,FW,Hatayspor,26,1996,3.6,0,0,0,5,1,0,27,3,7,,,0,Matches
585,Valmir Veliu,xk KVX,FW,İstanbulspor,22,2000,0.5,0,0,0,0,0,0,0,1,1,,,0,Matches
586,Valmir Veliu,xk KVX,MF,Gaziantep FK,22,2000,4.7,1,0,0,11,4,4,7,1,13,,,0,Matches
587,Edin Višća,ba BIH,"MF,DF",Trabzonspor,32,1990,8.9,0,0,0,7,6,2,39,7,6,,,0,Matches
588,Emiliano Viviano,it ITA,GK,Fatih Karagümrük,36,1985,16.7,3,0,0,1,2,0,0,0,0,,,0,Matches
589,Ognjen Vranješ,ba BIH,DF,Hatayspor,32,1989,13.6,6,0,0,8,9,1,0,30,10,,,0,Matches
590,Güray Vural,tr TUR,DF,Antalyaspor,34,1988,29.6,8,0,0,33,18,3,122,42,56,,,0,Matches
591,Wout Weghorst,nl NED,FW,Beşiktaş,29,1992,15.8,2,0,0,28,26,11,9,4,10,,,0,Matches
592,Welinton,br BRA,DF,Beşiktaş,33,1989,10.5,7,1,1,22,10,1,4,13,16,,,0,Matches
593,Haji Wright,us USA,FW,Antalyaspor,24,1998,26.3,1,0,0,58,46,25,9,6,7,,,0,Matches
594,Robin Yalçın,de GER,"MF,DF",Sivasspor,28,1994,12.8,6,0,0,20,18,3,14,11,25,,,0,Matches
595,Mert Yandaş,tr TUR,MF,Fenerbahçe,27,1994,5.7,5,0,0,14,11,0,34,5,6,,,0,Matches
596,Erencan Yardimci,tr TUR,FW,Alanyaspor,20,2002,3.5,0,0,0,5,5,6,0,2,1,,,0,Matches
597,Ali Yasar,be BEL,"DF,MF",İstanbulspor,27,1995,17.2,2,0,0,16,18,0,47,26,23,,,0,Matches
598,Karahan Yasir Subaşı,tr TUR,DF,Konyaspor,26,1996,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
599,Mustapha Yatabaré,ml MLI,FW,Sivasspor,36,1986,20.6,3,1,0,44,26,19,6,10,13,,,0,Matches
600,Ferhat Yazgan,de GER,MF,İstanbulspor,29,1992,1.3,1,0,0,6,1,0,0,3,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
601,Uğurcan Yazgılı,tr TUR,DF,Konyaspor,23,1999,8.4,1,0,0,13,6,0,0,18,4,,,0,Matches
602,Yusuf Yazıcı,tr TUR,"MF,FW",Trabzonspor,25,1997,5.6,2,1,0,11,5,2,19,0,4,,,0,Matches
603,Recep Yemişci,tr TUR,DF,Kasımpaşa,23,1999,0.5,0,0,0,0,0,0,0,1,2,,,0,Matches
604,Mehmet Yeşil,tr TUR,DF,İstanbulspor,24,1998,26.6,4,0,0,12,13,1,6,51,23,,,1,Matches
605,Erdoğan Yeşilyurt,,"MF,FW",Sivasspor,28,1993,26.4,6,1,1,23,43,6,135,12,18,,,1,Matches
606,Fatih Yiğit Şanlitürk,,MF,Ümraniyespor,19,2003,1.7,1,0,0,7,0,0,2,2,4,,,0,Matches
607,Bertuğ Yıldırım,tr TUR,FW,Hatayspor,20,2002,8.3,2,0,0,27,14,8,7,2,6,,,0,Matches
608,Bertuğ Yıldırım,tr TUR,FW,Antalyaspor,20,2002,4.1,0,0,0,8,5,8,1,2,1,,,0,Matches
609,Engin Yıldırım,tr TUR,FW,Trabzonspor,17,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
610,Muammer Yıldırım,tr TUR,GK,Sivasspor,31,1990,5.5,0,0,0,0,1,0,0,0,0,,,0,Matches
611,Berk Yıldız,tr TUR,"FW,MF",Adana Demirspor,26,1996,0.7,0,0,0,4,4,0,6,1,0,,,0,Matches
612,İbrahim Yılmaz,tr TUR,FW,İstanbulspor,28,1994,14.0,4,0,0,19,23,13,9,0,7,,,0,Matches
613,Kartal Yılmaz,tr TUR,MF,Beşiktaş,21,2000,1.4,0,0,0,0,4,0,1,3,3,,,0,Matches
614,Kartal Yılmaz,tr TUR,MF,Ümraniyespor,21,2000,15.9,3,0,0,16,16,0,103,27,24,,,0,Matches
615,Mert Yilmaz,tr TUR,MF,Ümraniyespor,23,1999,1.2,0,0,0,0,3,0,0,0,1,,,0,Matches
616,Oğuzhan Yilmaz,tr TUR,MF,Trabzonspor,16,2006,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
617,Oğuzhan Yılmaz,,MF,Kasımpaşa,19,2003,0.1,0,0,0,1,1,0,0,1,1,,,0,Matches
618,Recep Yılmaz,tr TUR,DF,Hatayspor,26,1995,9.5,1,0,0,10,5,0,2,8,14,,,0,Matches
