rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
222,Yunus Emre Gedik,,DF,Kasımpaşa,24,1999,1.8,,4,,,,,,,,,,9,,,,Matches
223,Yunus Emre Konak,tr TUR,MF,Sivasspor,17,2006,14.6,,26,,,,,,,,,,29,,,,Matches
224,Ali Emre Yanar,,GK,Kasımpaşa,25,1998,7.0,,0,,,,,,,,,,1,,,,Matches
225,Hasan Emre Yeşilyurt,,MF,Kasımpaşa,22,2000,0.0,,0,,,,,,,,,,0,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Mehmet Eray Özbek,,MF,Kayserispor,20,2003,5.6,,7,,,,,,,,,,2,,,,Matches
227,Ziya Erdal,tr TUR,"MF,DF",Sivasspor,35,1988,2.7,,1,,,,,,,,,,2,,,,Matches
228,Okan Erdogan,de GER,DF,İstanbulspor,24,1998,28.3,,33,,,,,,,,,,29,,,,Matches
229,Yusuf Erdoğan,tr TUR,"MF,DF",Adana Demirspor,30,1992,28.8,,18,,,,,,,,,,19,,,,Matches
230,Onur Ergün,tr TUR,MF,Başakşehir,30,1992,10.1,,11,,,,,,,,,,20,,,,Matches
231,Hayrullah Erkip,,FW,Kayserispor,20,2003,0.7,,1,,,,,,,,,,1,,,,Matches
232,Burhan Ersoy,,MF,Adana Demirspor,20,2003,0.0,,0,,,,,,,,,,0,,,,Matches
233,Ertuğrul Ersoy,tr TUR,DF,Gaziantep FK,26,1997,16.3,,20,,,,,,,,,,17,,,,Matches
234,Deniz Ertaş,tr TUR,GK,Konyaspor,18,2005,7.0,,0,,,,,,,,,,0,,,,Matches
235,Mustafa Eskihellaç,tr TUR,"DF,MF",Gaziantep FK,26,1997,34.0,,40,,,,,,,,,,55,,,,Matches
236,Valon Ethemi,mk MKD,"MF,FW",Konyaspor,25,1997,8.8,,8,,,,,,,,,,3,,,,Matches
237,Valon Ethemi,mk MKD,"MF,FW",İstanbulspor,25,1997,13.4,,4,,,,,,,,,,3,,,,Matches
238,Valentin Eysseric,fr FRA,MF,Fatih Karagümrük,31,1992,26.8,,21,,,,,,,,,,8,,,,Matches
239,Mamadou Fall,sn SEN,"MF,FW",Kasımpaşa,31,1991,31.6,,16,,,,,,,,,,18,,,,Matches
240,Ömer Faruk Beyaz,tr TUR,"MF,FW",Hatayspor,19,2003,15.3,,29,,,,,,,,,,9,,,,Matches
241,Sofiane Feghouli,dz ALG,MF,Fatih Karagümrük,33,1989,16.2,,10,,,,,,,,,,16,,,,Matches
242,Leroy Fer,nl NED,MF,Alanyaspor,33,1990,20.0,,26,,,,,,,,,,9,,,,Matches
243,Gedson Fernandes,pt POR,MF,Beşiktaş,24,1999,27.3,,61,,,,,,,,,,38,,,,Matches
244,Joelson Fernandes,pt POR,MF,Hatayspor,20,2003,15.6,,10,,,,,,,,,,8,,,,Matches
245,Joaquín Fernández,es ESP,DF,Trabzonspor,27,1996,4.4,,3,,,,,,,,,,6,,,,Matches
246,João Figueiredo,my MAS,"MF,FW",Başakşehir,27,1996,22.5,,13,,,,,,,,,,11,,,,Matches
247,Alexis Flips,fr FRA,MF,Ankaragücü,23,2000,4.9,,5,,,,,,,,,,4,,,,Matches
248,Moryké Fofana,ci CIV,"MF,FW",Samsunspor,31,1991,11.9,,11,,,,,,,,,,5,,,,Matches
249,Breyton Fougeu,fr FRA,FW,Adana Demirspor,19,2004,0.1,,0,,,,,,,,,,0,,,,Matches
250,Taxiarchis Fountas,gr GRE,"MF,FW",Trabzonspor,27,1995,12.6,,22,,,,,,,,,,13,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Fred,br BRA,MF,Fenerbahçe,30,1993,22.7,,27,,,,,,,,,,24,,,,Matches
252,Fredy,ao ANG,MF,Antalyaspor,33,1990,1.6,,2,,,,,,,,,,2,,,,Matches
253,Emeka Friday Eze,ng NGA,FW,Pendikspor,26,1996,1.7,,1,,,,,,,,,,0,,,,Matches
254,Adolfo Gaich,ar ARG,FW,Rizespor,24,1999,18.9,,7,,,,,,,,,,9,,,,Matches
255,Emrehan Gedikli,de GER,FW,Konyaspor,20,2003,1.8,,2,,,,,,,,,,0,,,,Matches
256,Emrehan Gedikli,de GER,FW,İstanbulspor,20,2003,3.2,,3,,,,,,,,,,2,,,,Matches
257,Amar Gerxhaliu,xk KVX,DF,Antalyaspor,21,2002,3.7,,3,,,,,,,,,,6,,,,Matches
258,Baran Gezek,tr TUR,MF,Kayserispor,17,2005,1.5,,3,,,,,,,,,,2,,,,Matches
259,Rachid Ghezzal,dz ALG,"MF,FW",Beşiktaş,31,1992,13.0,,11,,,,,,,,,,6,,,,Matches
260,Faouzi Ghoulam,dz ALG,DF,Hatayspor,32,1991,15.8,,13,,,,,,,,,,12,,,,Matches
261,Andreas Gianniotis,gr GRE,GK,Kasımpaşa,30,1992,31.0,,3,,,,,,,,,,2,,,,Matches
262,Rafał Gikiewicz,pl POL,GK,Ankaragücü,35,1987,5.0,,0,,,,,,,,,,0,,,,Matches
263,Anderson Gniangbo,ci CIV,FW,Konyaspor,23,1999,0.1,,1,,,,,,,,,,0,,,,Matches
264,Emre Gökay,tr TUR,FW,Sivasspor,17,2006,1.0,,2,,,,,,,,,,0,,,,Matches
265,Enes Gökcek,,,Kayserispor,16,2007,0.0,,0,,,,,,,,,,0,,,,Matches
266,Eulânio Ângelo Chipela Gomes,gw GNB,"DF,FW",Samsunspor,29,1994,0.6,,1,,,,,,,,,,0,,,,Matches
267,Maxi Gómez,uy URU,FW,Trabzonspor,26,1996,0.2,,0,,,,,,,,,,0,,,,Matches
268,Iron Gomis,fr FRA,MF,Kasımpaşa,23,1999,12.3,,17,,,,,,,,,,8,,,,Matches
269,Soner Gönül,tr TUR,DF,Samsunspor,26,1997,21.4,,36,,,,,,,,,,30,,,,Matches
270,Max Gradel,ci CIV,"MF,FW",Gaziantep FK,35,1987,18.9,,28,,,,,,,,,,10,,,,Matches
271,Andrew Gravillon,gp GLP,DF,Adana Demirspor,25,1998,30.6,,26,,,,,,,,,,32,,,,Matches
272,Gökhan Gül,de GER,"MF,DF",Kasımpaşa,25,1998,32.5,,31,,,,,,,,,,53,,,,Matches
273,Semih Güler,,DF,Adana Demirspor,28,1994,31.1,,31,,,,,,,,,,40,,,,Matches
274,Muhammed Gümüskaya,tr TUR,MF,Samsunspor,22,2001,3.9,,13,,,,,,,,,,8,,,,Matches
275,Umut Güneş,tr TUR,MF,Alanyaspor,23,2000,0.4,,1,,,,,,,,,,1,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Umut Güneş,tr TUR,MF,Trabzonspor,23,2000,10.2,,14,,,,,,,,,,13,,,,Matches
277,Bahadır Güngördü,,GK,Ankaragücü,25,1997,31.5,,0,,,,,,,,,,1,,,,Matches
278,Mert Günok,tr TUR,GK,Beşiktaş,34,1989,28.2,,0,,,,,,,,,,0,,,,Matches
279,Koray Günter,de GER,DF,Fatih Karagümrük,28,1994,7.7,,7,,,,,,,,,,10,,,,Matches
280,Hamza Güreler,tr TUR,DF,Başakşehir,17,2006,5.4,,5,,,,,,,,,,6,,,,Matches
281,Serdar Gürler,tr TUR,MF,Başakşehir,31,1991,11.3,,5,,,,,,,,,,3,,,,Matches
282,Göktan Gürpüz,de GER,MF,Trabzonspor,20,2003,0.3,,0,,,,,,,,,,0,,,,Matches
283,Günay Güvenç,tr TUR,GK,Galatasaray,32,1991,1.3,,0,,,,,,,,,,0,,,,Matches
284,Teenage Hadebe,zw ZIM,DF,Konyaspor,27,1995,10.1,,7,,,,,,,,,,11,,,,Matches
285,Florent Hadergjonaj,xk KVX,DF,Alanyaspor,29,1994,25.8,,29,,,,,,,,,,22,,,,Matches
286,Amir Hadžiahmetović,ba BIH,MF,Beşiktaş,26,1997,14.8,,12,,,,,,,,,,15,,,,Matches
287,Haris Hajradinović,ba BIH,MF,Kasımpaşa,29,1994,36.6,,42,,,,,,,,,,19,,,,Matches
288,Matěj Hanousek,cz CZE,DF,Ankaragücü,30,1993,16.3,,11,,,,,,,,,,15,,,,Matches
289,Dogucan Haspolat,tr TUR,MF,Trabzonspor,23,2000,1.1,,2,,,,,,,,,,1,,,,Matches
290,Mustafa Hekimoğlu,tr TUR,FW,Beşiktaş,16,2007,1.4,,3,,,,,,,,,,1,,,,Matches
291,Armin Hodžić,ba BIH,MF,Hatayspor,23,2000,5.9,,0,,,,,,,,,,5,,,,Matches
292,Carlo Holse,dk DEN,MF,Samsunspor,24,1999,30.9,,43,,,,,,,,,,16,,,,Matches
293,Gerrit Holtmann,ph PHI,MF,Antalyaspor,28,1995,2.2,,2,,,,,,,,,,0,,,,Matches
294,Majid Hosseini,ir IRN,DF,Kayserispor,27,1996,9.6,,15,,,,,,,,,,22,,,,Matches
295,Casper Højer Nielsen,dk DEN,DF,Rizespor,28,1994,22.9,,25,,,,,,,,,,17,,,,Matches
296,Mauro Icardi,ar ARG,FW,Galatasaray,30,1993,31.7,,4,,,,,,,,,,3,,,,Matches
297,Edgar Ié,gw GNB,DF,Başakşehir,29,1994,2.0,,2,,,,,,,,,,4,,,,Matches
298,Emirhan İlkhan,tr TUR,"MF,FW",Başakşehir,19,2004,11.7,,7,,,,,,,,,,9,,,,Matches
299,Giannelli Imbula,cd COD,MF,İstanbulspor,30,1992,0.7,,1,,,,,,,,,,0,,,,Matches
300,Jackson,br BRA,"MF,FW",İstanbulspor,24,1999,25.1,,23,,,,,,,,,,21,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Nicolas Janvier,fr FRA,MF,Alanyaspor,24,1998,17.9,,20,,,,,,,,,,9,,,,Matches
302,Julian Jeanvier,gn GUI,DF,Kayserispor,31,1992,10.0,,6,,,,,,,,,,7,,,,Matches
303,David Jensen,dk DEN,GK,İstanbulspor,31,1992,14.0,,0,,,,,,,,,,0,,,,Matches
304,Marko Jevtović,rs SRB,MF,Gaziantep FK,30,1993,19.1,,12,,,,,,,,,,31,,,,Matches
305,Emir Kaan Gültekin,tr TUR,"FW,MF",İstanbulspor,22,2000,18.9,,11,,,,,,,,,,8,,,,Matches
306,Ali Kaan Güneren,tr TUR,MF,Ankaragücü,23,2000,21.3,,22,,,,,,,,,,24,,,,Matches
307,Ferdi Kadioglu,tr TUR,DF,Fenerbahçe,23,1999,37.0,,54,,,,,,,,,,36,,,,Matches
308,İrfan Kahveci,tr TUR,MF,Fenerbahçe,28,1995,22.4,,16,,,,,,,,,,22,,,,Matches
309,Berat Kalkan,mk MKD,FW,Kasımpaşa,20,2003,0.1,,0,,,,,,,,,,0,,,,Matches
310,Burak Kapacak,tr TUR,"DF,MF",Sivasspor,23,1999,12.0,,9,,,,,,,,,,8,,,,Matches
311,Leandro Kappel,sr SUR,"MF,FW",Pendikspor,33,1989,4.2,,3,,,,,,,,,,3,,,,Matches
312,Aytaç Kara,tr TUR,MF,Kasımpaşa,30,1993,36.0,,41,,,,,,,,,,27,,,,Matches
313,Ercan Kara,at AUT,"FW,MF",Samsunspor,27,1996,10.6,,7,,,,,,,,,,3,,,,Matches
314,Efecan Karaca,tr TUR,"MF,FW",Alanyaspor,33,1989,30.3,,33,,,,,,,,,,9,,,,Matches
315,Yusuf Karagöz,,GK,Alanyaspor,23,1999,4.0,,0,,,,,,,,,,0,,,,Matches
316,İlker Karakaş,tr TUR,FW,Gaziantep FK,24,1999,1.0,,1,,,,,,,,,,1,,,,Matches
317,Vedat Karakuş,tr TUR,GK,Adana Demirspor,25,1998,2.0,,0,,,,,,,,,,0,,,,Matches
318,Kazımcan Karataş,tr TUR,DF,Ankaragücü,20,2003,6.8,,18,,,,,,,,,,12,,,,Matches
319,Kazımcan Karataş,tr TUR,DF,Galatasaray,20,2003,4.5,,8,,,,,,,,,,2,,,,Matches
320,Cebrail Karayel,tr TUR,DF,Konyaspor,28,1994,2.5,,8,,,,,,,,,,2,,,,Matches
321,Erce Kardeşler,tr TUR,GK,Hatayspor,29,1994,34.5,,0,,,,,,,,,,0,,,,Matches
322,Ali Karimi,ir IRN,MF,Kayserispor,29,1994,22.6,,19,,,,,,,,,,16,,,,Matches
323,Eden Karzev,il ISR,"MF,DF",Başakşehir,23,2000,5.4,,9,,,,,,,,,,10,,,,Matches
324,Eren Kaya,tr TUR,FW,Sivasspor,19,2004,0.1,,0,,,,,,,,,,0,,,,Matches
325,Gökcan Kaya,dk DEN,MF,Pendikspor,27,1995,23.4,,30,,,,,,,,,,20,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
326,Jakub Kałuziński,pl POL,MF,Antalyaspor,20,2002,25.9,,18,,,,,,,,,,18,,,,Matches
327,Kader Keita,ci CIV,MF,Sivasspor,22,2000,0.8,,0,,,,,,,,,,0,,,,Matches
328,Can Keles,at AUT,"MF,FW",Fatih Karagümrük,21,2001,25.1,,14,,,,,,,,,,11,,,,Matches
329,Olivier Kemen,cm CMR,"MF,FW",Kayserispor,27,1996,9.7,,7,,,,,,,,,,5,,,,Matches
330,Olivier Kemen,cm CMR,"MF,DF",Başakşehir,27,1996,9.6,,12,,,,,,,,,,5,,,,Matches
331,Ryan Kent,eng ENG,MF,Fenerbahçe,26,1996,1.6,,3,,,,,,,,,,2,,,,Matches
332,Philippe Keny,sn SEN,"FW,MF",Başakşehir,24,1999,7.2,,4,,,,,,,,,,3,,,,Matches
333,Benhur Keser,,"MF,FW",Rizespor,26,1996,17.0,,14,,,,,,,,,,13,,,,Matches
334,Naoufel Khacef,dz ALG,DF,Gaziantep FK,25,1997,3.0,,1,,,,,,,,,,5,,,,Matches
335,Guy-Marcelin Kilama,cm CMR,DF,Hatayspor,24,1999,34.8,,25,,,,,,,,,,25,,,,Matches
336,Hasan Kilic,,MF,Pendikspor,31,1992,0.3,,0,,,,,,,,,,0,,,,Matches
337,Yakup Kılıç,,DF,Beşiktaş,18,2005,1.0,,0,,,,,,,,,,0,,,,Matches
338,Semih Kılıçsoy,tr TUR,"MF,FW",Beşiktaş,17,2005,18.6,,12,,,,,,,,,,6,,,,Matches
339,Emre Kılınç,tr TUR,MF,Samsunspor,28,1994,28.4,,43,,,,,,,,,,22,,,,Matches
340,Joshua King,no NOR,MF,Fenerbahçe,31,1992,4.2,,3,,,,,,,,,,1,,,,Matches
341,Stelios Kitsiou,gr GRE,DF,Ankaragücü,29,1993,23.7,,44,,,,,,,,,,27,,,,Matches
342,Arda Kızıldağ,tr TUR,DF,Gaziantep FK,24,1998,25.7,,29,,,,,,,,,,30,,,,Matches
343,Alberk Koç,,DF,Rizespor,26,1997,0.2,,0,,,,,,,,,,0,,,,Matches
344,Arif Kocaman,,DF,Kayserispor,19,2003,19.2,,11,,,,,,,,,,31,,,,Matches
345,Okan Kocuk,tr TUR,GK,Samsunspor,28,1995,36.0,,1,,,,,,,,,,0,,,,Matches
346,Derrick Köhn,gh GHA,DF,Galatasaray,24,1999,12.8,,20,,,,,,,,,,16,,,,Matches
347,Bengali-Fodé Koita,gn GUI,"MF,FW",Sivasspor,32,1990,14.5,,8,,,,,,,,,,2,,,,Matches
348,Koka,eg EGY,FW,Alanyaspor,30,1993,8.4,,2,,,,,,,,,,1,,,,Matches
349,Koka,eg EGY,FW,Pendikspor,30,1993,2.6,,1,,,,,,,,,,0,,,,Matches
350,Dimitrios Kolovetsios,gr GRE,DF,Kayserispor,31,1991,16.5,,8,,,,,,,,,,15,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
351,Eray Korkmaz,tr TUR,DF,Rizespor,20,2003,5.3,,17,,,,,,,,,,8,,,,Matches
352,Ahmet Kosar,,,Pendikspor,16,2006,0.0,,0,,,,,,,,,,0,,,,Matches
353,Dimitrios Kourbelis,gr GRE,MF,Fatih Karagümrük,29,1993,9.9,,9,,,,,,,,,,20,,,,Matches
354,Dimitrios Kourbelis,gr GRE,MF,Trabzonspor,29,1993,3.2,,4,,,,,,,,,,4,,,,Matches
355,Kubilay Köylü,nl NED,FW,İstanbulspor,24,1999,0.3,,0,,,,,,,,,,0,,,,Matches
356,Rade Krunić,ba BIH,MF,Fenerbahçe,29,1993,8.6,,9,,,,,,,,,,6,,,,Matches
357,Berkan Kutlu,tr TUR,"DF,MF",Galatasaray,25,1998,9.3,,9,,,,,,,,,,14,,,,Matches
358,Alperen Kuyubaşı,,DF,Ankaragücü,23,2000,0.0,,0,,,,,,,,,,0,,,,Matches
359,Roman Květ,cz CZE,MF,Sivasspor,25,1997,8.1,,9,,,,,,,,,,7,,,,Matches
360,Janne-Pekka Laine,fi FIN,MF,Rizespor,22,2001,0.7,,0,,,,,,,,,,0,,,,Matches
361,Didier Lamkel Zé,cm CMR,"MF,FW",Hatayspor,26,1996,10.5,,3,,,,,,,,,,5,,,,Matches
362,Sam Larsson,se SWE,MF,Antalyaspor,30,1993,28.4,,19,,,,,,,,,,38,,,,Matches
363,Joseph Larweh Attamah,gh GHA,DF,Kayserispor,29,1994,24.1,,16,,,,,,,,,,13,,,,Matches
364,Kevin Lasagna,it ITA,"FW,MF",Fatih Karagümrük,30,1992,13.2,,3,,,,,,,,,,4,,,,Matches
365,Gaëtan Laura,,FW,Samsunspor,27,1995,3.6,,1,,,,,,,,,,3,,,,Matches
366,Helton Leite,br BRA,GK,Antalyaspor,32,1990,34.0,,0,,,,,,,,,,0,,,,Matches
367,Lucas Lima,br BRA,DF,Başakşehir,31,1991,21.0,,20,,,,,,,,,,18,,,,Matches
368,Nuno Lima,pt POR,DF,Alanyaspor,22,2001,12.9,,7,,,,,,,,,,16,,,,Matches
369,Dominik Livaković,hr CRO,GK,Fenerbahçe,28,1995,34.0,,2,,,,,,,,,,0,,,,Matches
370,Adem Ljajić,rs SRB,FW,Fatih Karagümrük,31,1991,0.9,,0,,,,,,,,,,0,,,,Matches
371,Florian Loshaj,xk KVX,MF,İstanbulspor,26,1996,30.9,,50,,,,,,,,,,19,,,,Matches
372,Arnaud Lusamba,cd COD,MF,Pendikspor,26,1997,22.5,,36,,,,,,,,,,19,,,,Matches
373,Davidson da Luz Pereira,br BRA,MF,Başakşehir,32,1991,10.8,,11,,,,,,,,,,4,,,,Matches
374,Salem M'bakata,cd COD,"DF,MF",Gaziantep FK,25,1998,21.1,,18,,,,,,,,,,32,,,,Matches
375,Federico Macheda,it ITA,FW,Ankaragücü,31,1991,5.5,,2,,,,,,,,,,0,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
376,Maestro,ao ANG,MF,Adana Demirspor,19,2003,12.4,,35,,,,,,,,,,10,,,,Matches
377,Shakhruddin Magomedaliyev,az AZE,GK,Adana Demirspor,29,1994,23.7,,2,,,,,,,,,,2,,,,Matches
378,Nikola Maksimović,rs SRB,DF,Hatayspor,31,1991,15.1,,7,,,,,,,,,,20,,,,Matches
379,Ahmet Malatyali,,MF,Kayserispor,20,2003,0.1,,0,,,,,,,,,,0,,,,Matches
380,Yunus Mallı,tr TUR,MF,Konyaspor,31,1992,4.3,,5,,,,,,,,,,0,,,,Matches
381,Rey Manaj,al ALB,FW,Sivasspor,26,1997,27.8,,8,,,,,,,,,,2,,,,Matches
382,Carlos Mané,gw GNB,MF,Kayserispor,29,1994,12.6,,17,,,,,,,,,,9,,,,Matches
383,Jovan Manev,mk MKD,DF,Adana Demirspor,22,2001,3.6,,2,,,,,,,,,,3,,,,Matches
384,Marcão,br BRA,FW,Fatih Karagümrük,29,1994,7.5,,2,,,,,,,,,,0,,,,Matches
385,Lazar Marković,rs SRB,"FW,MF",Gaziantep FK,29,1994,17.1,,13,,,,,,,,,,8,,,,Matches
386,John Mary,cm CMR,FW,Rizespor,30,1993,1.5,,1,,,,,,,,,,0,,,,Matches
387,Chandrel Massanga,cg CGO,MF,Hatayspor,23,1999,25.4,,31,,,,,,,,,,40,,,,Matches
388,Arthur Masuaku,cd COD,DF,Beşiktaş,29,1993,16.1,,19,,,,,,,,,,16,,,,Matches
389,Oğuzhan Matur,,DF,Hatayspor,23,1999,3.6,,9,,,,,,,,,,7,,,,Matches
390,Alexandru Maxim,ro ROU,MF,Gaziantep FK,33,1990,29.5,,22,,,,,,,,,,19,,,,Matches
391,Ryan Mendes,cv CPV,MF,Fatih Karagümrük,33,1990,16.7,,21,,,,,,,,,,12,,,,Matches
392,Stiven Mendoza,co COL,"MF,FW",Adana Demirspor,31,1992,12.0,,7,,,,,,,,,,4,,,,Matches
393,Batista Mendy,fr FRA,"MF,DF",Trabzonspor,23,2000,30.8,,24,,,,,,,,,,16,,,,Matches
394,Mamadou Mendy,sn SEN,"FW,MF",İstanbulspor,24,1998,19.5,,21,,,,,,,,,,4,,,,Matches
395,Queensy Menig,nl NED,MF,Sivasspor,27,1995,6.1,,3,,,,,,,,,,2,,,,Matches
396,Umut Meraş,tr TUR,DF,Beşiktaş,27,1995,5.4,,11,,,,,,,,,,16,,,,Matches
397,Levent Mercan,de GER,DF,Fatih Karagümrük,22,2000,34.5,,47,,,,,,,,,,39,,,,Matches
398,Demir Mermerci,,MF,İstanbulspor,16,2006,0.1,,0,,,,,,,,,,0,,,,Matches
399,Yıldırım Mert Çetin,tr TUR,DF,Ankaragücü,26,1997,9.6,,6,,,,,,,,,,11,,,,Matches
400,Metehan Mert,,DF,Konyaspor,24,1999,4.0,,0,,,,,,,,,,3,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
401,Dries Mertens,be BEL,MF,Galatasaray,36,1987,27.4,,32,,,,,,,,,,12,,,,Matches
402,Thomas Meunier,be BEL,DF,Trabzonspor,31,1991,13.8,,16,,,,,,,,,,18,,,,Matches
403,Konrad Michalak,pl POL,MF,Konyaspor,25,1997,2.5,,0,,,,,,,,,,1,,,,Matches
404,Edouard Michut,fr FRA,MF,Adana Demirspor,20,2003,19.2,,24,,,,,,,,,,17,,,,Matches
405,Fredrik Midtsjø,no NOR,MF,Pendikspor,29,1993,21.4,,15,,,,,,,,,,14,,,,Matches
406,Deni Milošević,ba BIH,MF,Antalyaspor,28,1995,3.2,,6,,,,,,,,,,1,,,,Matches
407,Martin Minchev,bg BUL,"FW,MF",Rizespor,22,2001,19.4,,14,,,,,,,,,,6,,,,Matches
408,Attila Mocsi,hu HUN,DF,Rizespor,23,2000,22.6,,14,,,,,,,,,,20,,,,Matches
409,Milad Mohammadi,ir IRN,DF,Adana Demirspor,29,1993,11.9,,19,,,,,,,,,,10,,,,Matches
410,Jamiro Monteiro,cv CPV,MF,Gaziantep FK,29,1993,8.2,,19,,,,,,,,,,12,,,,Matches
411,Emre Mor,tr TUR,MF,Fenerbahçe,26,1997,0.6,,1,,,,,,,,,,0,,,,Matches
412,Emre Mor,tr TUR,"MF,FW",Fatih Karagümrük,26,1997,7.4,,5,,,,,,,,,,4,,,,Matches
413,Mame Mor Faye,sn SEN,FW,Rizespor,18,2005,1.2,,3,,,,,,,,,,1,,,,Matches
414,Júnior Morais,br BRA,DF,Gaziantep FK,37,1986,14.6,,31,,,,,,,,,,23,,,,Matches
415,Pedro Filipe Barbosa Moreira,pt POR,MF,Ankaragücü,30,1992,24.3,,30,,,,,,,,,,14,,,,Matches
416,Marlos Moreno,co COL,MF,Konyaspor,26,1996,21.2,,30,,,,,,,,,,18,,,,Matches
417,Olimpiu Moruțan,ro ROU,MF,Ankaragücü,24,1999,23.5,,24,,,,,,,,,,11,,,,Matches
418,Marius Mouandilmadji,td CHA,FW,Samsunspor,26,1997,23.0,,3,,,,,,,,,,3,,,,Matches
419,Ernest Muçi,al ALB,MF,Beşiktaş,22,2001,11.5,,6,,,,,,,,,,7,,,,Matches
420,Arbnor Muja,al ALB,"MF,FW",Samsunspor,24,1998,4.7,,2,,,,,,,,,,3,,,,Matches
421,Nihad Mujakić,ba BIH,DF,Ankaragücü,25,1998,35.6,,32,,,,,,,,,,44,,,,Matches
422,Mert Müldür,tr TUR,DF,Fenerbahçe,24,1999,12.5,,15,,,,,,,,,,17,,,,Matches
423,Jackson Muleka,cd COD,"MF,FW",Beşiktaş,23,1999,18.1,,17,,,,,,,,,,10,,,,Matches
424,Robert Murić,hr CRO,"MF,FW",Konyaspor,27,1996,7.6,,1,,,,,,,,,,7,,,,Matches
425,Ahmed Musa,ng NGA,FW,Sivasspor,30,1992,0.8,,0,,,,,,,,,,2,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
426,Fernando Muslera,uy URU,GK,Galatasaray,37,1986,36.7,,0,,,,,,,,,,2,,,,Matches
427,Almoatasem Al Musrati,ly LBY,MF,Beşiktaş,27,1996,6.1,,8,,,,,,,,,,11,,,,Matches
428,Clinton N'Jie,cm CMR,"MF,FW",Sivasspor,29,1993,14.2,,7,,,,,,,,,,5,,,,Matches
429,Naldo,br BRA,DF,Antalyaspor,34,1988,5.7,,1,,,,,,,,,,8,,,,Matches
430,Nani,pt POR,"MF,FW",Adana Demirspor,36,1986,10.4,,6,,,,,,,,,,3,,,,Matches
431,Umut Nayir,tr TUR,FW,Pendikspor,30,1993,13.6,,5,,,,,,,,,,0,,,,Matches
432,Umut Nayir,tr TUR,FW,Fenerbahçe,30,1993,1.1,,0,,,,,,,,,,0,,,,Matches
433,Duckens Nazon,ht HAI,FW,Kayserispor,29,1994,9.3,,1,,,,,,,,,,1,,,,Matches
434,Alassane Ndao,sn SEN,MF,Konyaspor,26,1996,13.2,,9,,,,,,,,,,9,,,,Matches
435,Alassane Ndao,sn SEN,"MF,FW",İstanbulspor,26,1996,18.4,,12,,,,,,,,,,9,,,,Matches
436,Badou Ndiaye,sn SEN,MF,Pendikspor,32,1990,10.2,,11,,,,,,,,,,11,,,,Matches
437,Badou Ndiaye,sn SEN,MF,Adana Demirspor,32,1990,6.7,,9,,,,,,,,,,8,,,,Matches
438,Cherif Ndiaye,sn SEN,FW,Adana Demirspor,27,1996,1.8,,0,,,,,,,,,,0,,,,Matches
439,Tanguy Ndombele,fr FRA,MF,Galatasaray,26,1996,5.2,,7,,,,,,,,,,7,,,,Matches
440,Victor Nelsson,dk DEN,DF,Galatasaray,24,1998,28.4,,13,,,,,,,,,,45,,,,Matches
441,Julien Ngoy,be BEL,"FW,MF",Kasımpaşa,25,1997,14.3,,4,,,,,,,,,,3,,,,Matches
442,M'Baye Niang,sn SEN,FW,Adana Demirspor,28,1994,11.0,,2,,,,,,,,,,0,,,,Matches
