rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
43,Max Arfsten,us USA,DF,Columbus Crew,22,2001,21.8,902,1100,82.0,14061,3334,516,564,321,390,50,95,5,5.5,3.9,-0.5,33,42,30,13,79,Matches
44,Allan Arigoni,ch SUI,DF,Chicago Fire,25,1998,23.3,971,1231,78.9,15255,4929,517,572,374,448,55,132,0,1.5,1.7,-1.5,12,59,11,5,60,Matches
45,Daniel Armando Ríos,mx MEX,FW,Atlanta Utd,28,1995,15.1,245,331,74.0,3481,509,146,178,75,97,11,15,3,1.5,1.1,+1.5,14,17,7,1,30,Matches
46,Stuart Armstrong,sct SCO,"MF,FW",Vancouver W'caps,31,1992,1.4,70,82,85.4,1150,338,39,42,23,28,7,7,0,0.6,0.3,-0.6,5,8,5,2,10,Matches
47,Xavier Arreaga,ec ECU,DF,NE Revolution,29,1994,21.5,1004,1161,86.5,19799,7300,302,323,587,629,105,178,0,0.5,0.6,-0.5,10,55,3,0,48,Matches
48,Xavier Arreaga,ec ECU,DF,Seattle Sounders,29,1994,2.8,159,180,88.3,3707,1739,31,32,101,104,27,41,0,0.0,0.0,0.0,1,11,0,0,10,Matches
49,Kervin Arriaga,hn HON,"DF,MF",Minnesota Utd,26,1998,9.8,396,491,80.7,7660,2952,163,180,174,202,55,96,0,0.1,0.2,-0.1,3,42,3,0,35,Matches
50,Paul Arriola,us USA,"DF,MF",FC Dallas,28,1995,27.3,834,1100,75.8,13081,4459,465,551,292,363,56,123,2,2.9,3.0,-0.9,33,67,29,7,106,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Artur,br BRA,MF,Houston Dynamo,27,1996,33.8,2231,2513,88.8,39278,12699,1036,1108,880,952,248,338,1,0.5,1.7,+0.5,14,229,29,1,239,Matches
52,Yamil Asad,ar ARG,DF,FC Cincinnati,29,1994,8.9,498,627,79.4,7836,2407,270,318,186,233,32,46,5,2.4,1.6,+2.6,20,32,27,0,58,Matches
53,Dairon Asprilla,co COL,"FW,DF",Portland Timbers,31,1992,7.6,184,246,74.8,2726,563,100,120,68,81,7,12,1,0.9,1.1,+0.1,7,7,3,1,12,Matches
54,Joshua Atencio,us USA,MF,Seattle Sounders,22,2002,11.9,595,749,79.4,9477,2503,303,346,227,278,45,82,1,1.1,0.9,-0.1,12,75,8,1,76,Matches
55,Eduard Atuesta,co COL,MF,LAFC,26,1997,24.3,1158,1419,81.6,21862,7581,464,505,527,597,144,259,2,2.6,3.7,-0.6,43,190,30,4,214,Matches
56,Julián Aude,ar ARG,DF,LA Galaxy,20,2003,18.8,896,1074,83.4,13633,4472,513,554,333,398,38,78,2,1.4,1.8,+0.6,10,40,6,2,55,Matches
57,Tomás Avilés,ar ARG,DF,Inter Miami,19,2004,24.4,1542,1698,90.8,30487,9552,460,493,918,952,152,215,0,0.4,0.4,-0.4,4,67,1,1,73,Matches
58,Chidozie Awaziem,ng NGA,DF,FC Cincinnati,27,1997,5.9,384,438,87.7,7428,3210,134,146,208,220,38,62,2,0.5,0.3,+1.5,4,44,2,0,47,Matches
59,David Ayala,ar ARG,MF,Portland Timbers,21,2002,16.3,767,900,85.2,16239,4092,246,279,366,403,145,188,1,1.2,0.9,-0.2,16,104,14,4,99,Matches
60,Hugo Bacharach,es ESP,DF,Minnesota Utd,22,2001,1.0,53,59,89.8,1103,397,12,13,33,36,6,8,0,0.0,0.0,0.0,0,5,0,0,6,Matches
61,Dominique Badji,sn SEN,"MF,FW",D.C. United,31,1992,3.3,50,73,68.5,666,115,31,38,17,21,0,2,0,0.0,0.2,0.0,0,2,4,0,9,Matches
62,Corey Baird,us USA,"FW,MF",FC Cincinnati,28,1996,10.6,176,224,78.6,2311,415,100,121,59,65,3,6,2,1.0,1.2,+1.0,14,9,7,0,19,Matches
63,Esmir Bajraktarevic,ba BIH,"FW,MF",NE Revolution,18,2005,22.0,608,785,77.5,9682,2247,341,385,212,267,43,90,1,2.2,2.3,-1.2,26,53,25,8,67,Matches
64,Cody Baker,us USA,"DF,MF",Seattle Sounders,20,2004,5.3,233,309,75.4,3635,1220,136,152,83,109,12,33,1,0.6,0.8,+0.4,6,17,8,2,24,Matches
65,Reed Baker-Whiting,us USA,"DF,FW",Seattle Sounders,18,2005,8.7,372,467,79.7,6003,1404,196,219,148,181,20,48,0,0.4,0.7,-0.4,7,30,10,6,36,Matches
66,Monsef Bakrar,dz ALG,FW,NYCFC,23,2001,15.0,168,260,64.6,2074,459,107,141,42,61,4,7,0,0.7,1.1,-0.7,13,15,9,3,20,Matches
67,Michael Baldisimo,ph PHI,MF,SJ Earthquakes,23,2000,0.3,6,7,85.7,89,20,2,3,4,4,0,0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
68,Fidel Barajas,mx MEX,FW,Real Salt Lake,17,2006,6.3,140,175,80.0,2162,564,74,82,52,62,8,19,2,0.7,0.9,+1.3,8,8,8,4,18,Matches
69,Tai Baribo,il ISR,FW,Philadelphia Union,26,1998,15.7,254,322,78.9,3374,491,170,200,62,75,11,14,2,1.3,1.1,+0.7,17,13,3,0,22,Matches
70,Tom Barlow,us USA,"FW,MF",Chicago Fire,28,1995,8.3,118,180,65.6,1531,299,78,100,31,48,2,8,0,0.7,0.5,-0.7,6,8,3,1,11,Matches
71,Luis Barraza,us USA,GK,NYCFC,27,1996,0.9,27,32,84.4,656,416,5,5,17,18,5,9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
72,Lucas Bartlett,us USA,DF,D.C. United,26,1997,30.4,1210,1503,80.5,23242,10050,455,524,604,694,132,223,3,1.6,0.9,+1.4,11,104,4,0,104,Matches
73,Ethan Bartlow,us USA,DF,Houston Dynamo,23,2000,9.5,518,605,85.6,11437,4566,139,149,282,300,92,140,0,0.0,0.2,0.0,1,32,6,1,31,Matches
74,Cole Bassett,us USA,"MF,FW",Colorado Rapids,22,2001,28.5,1438,1691,85.0,23499,6818,716,778,578,657,108,174,7,4.9,4.4,+2.1,34,184,28,2,223,Matches
75,Amine Bassi,fr FRA,MF,Houston Dynamo,26,1997,28.1,1573,1860,84.6,24795,6521,874,955,478,543,145,219,6,5.2,7.1,+0.8,78,158,68,15,241,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
76,Zorhan Bassong,ca CAN,"DF,MF",Sporting KC,24,1999,13.9,602,738,81.6,10131,3627,296,330,244,283,50,92,1,2.5,1.7,-1.5,20,51,21,10,77,Matches
77,Josh Bauer,us USA,DF,Nashville SC,25,1998,20.7,870,1042,83.5,16093,5571,315,350,470,525,72,125,0,0.2,0.3,-0.2,3,51,4,1,52,Matches
78,Tanner Beason,us USA,DF,SJ Earthquakes,26,1997,18.1,651,784,83.0,12959,4515,208,234,334,366,93,156,0,0.7,1.0,-0.7,5,25,5,1,30,Matches
79,Adam Beaudry,us USA,GK,Colorado Rapids,17,2006,1.0,14,22,63.6,445,340,4,4,5,5,5,11,0,0.0,0.0,0.0,0,0,0,0,0,Matches
80,Gavin Beavers,us USA,GK,Real Salt Lake,18,2005,11.0,277,362,76.5,6508,4218,80,80,126,127,70,154,1,0.0,0.0,+1.0,1,3,0,0,1,Matches
81,Simon Becher,us USA,FW,St. Louis,24,1999,6.1,86,124,69.4,1180,214,53,67,27,36,2,3,0,0.2,0.2,-0.2,5,6,2,0,8,Matches
82,Alejandro Bedoya,us USA,MF,Philadelphia Union,36,1987,16.2,562,753,74.6,8946,3490,304,381,217,272,34,52,2,2.1,3.2,-0.1,22,57,13,5,68,Matches
83,Jon Bell,jm JAM,DF,Seattle Sounders,26,1997,5.4,238,279,85.3,4751,1794,78,85,125,134,33,51,0,0.1,0.1,-0.1,1,15,3,1,16,Matches
84,Matthew Bell,jm JAM,FW,Real Salt Lake,21,2002,0.2,11,12,91.7,155,32,8,9,3,3,0,0,0,0.1,0.0,-0.1,3,1,1,0,2,Matches
85,Ben Bender,us USA,"MF,FW",Charlotte,22,2001,2.2,47,61,77.0,795,263,21,24,23,27,3,5,0,0.3,0.2,-0.3,3,7,2,1,7,Matches
86,Christian Benteke,be BEL,FW,D.C. United,33,1990,28.8,436,744,58.6,6344,1655,242,396,136,235,28,41,5,5.1,4.4,-0.1,37,55,16,0,83,Matches
87,Nimfasha Berchimas,us USA,"FW,MF",Charlotte,15,2008,0.3,6,6,100.0,42,8,5,5,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
88,Sebastian Berhalter,us USA,"MF,DF",Vancouver W'caps,22,2001,20.7,775,1027,75.5,16483,5434,290,321,317,388,157,276,3,5.0,5.1,-2.0,46,106,37,16,111,Matches
89,Federico Bernardeschi,it ITA,"DF,MF",Toronto FC,29,1994,27.3,996,1315,75.7,18552,5365,511,575,309,405,152,243,6,6.4,8.5,-0.4,61,74,58,14,130,Matches
90,Miguel Berry,es ESP,FW,LA Galaxy,26,1997,9.2,116,167,69.5,1371,299,76,94,27,39,2,5,3,1.5,1.2,+1.5,14,8,4,0,13,Matches
91,Pep Biel,es ESP,"FW,MF",Charlotte,27,1996,6.8,179,240,74.6,2925,845,90,102,66,87,16,35,3,1.3,1.7,+1.7,16,15,12,3,29,Matches
92,Alessandro Biello,ca CAN,MF,CF Montréal,17,2006,0.2,12,12,100.0,174,63,7,7,4,4,1,1,0,0.0,0.0,0.0,0,3,0,0,0,Matches
93,Steve Birnbaum,us USA,DF,D.C. United,33,1991,3.8,140,172,81.4,2741,1280,43,50,81,95,16,25,1,0.4,0.4,+0.6,1,10,1,1,11,Matches
94,Guilherme Biro,br BRA,DF,Austin,23,2000,25.4,1044,1311,79.6,17980,6307,491,548,436,525,97,178,0,1.8,1.5,-1.8,14,91,16,11,83,Matches
95,Tristan Blackmon,us USA,DF,Vancouver W'caps,27,1996,21.0,1189,1379,86.2,23981,9116,347,373,682,746,153,232,1,0.5,0.8,+0.5,10,89,2,1,81,Matches
96,Andre Blake,jm JAM,GK,Philadelphia Union,33,1990,12.4,214,287,74.6,5905,4412,36,37,107,113,71,135,0,0.0,0.0,0.0,1,1,0,0,0,Matches
97,Latif Blessing,gh GHA,"FW,MF",Houston Dynamo,27,1996,11.0,254,319,79.6,3391,626,160,177,75,96,7,15,1,2.1,1.2,-1.1,13,11,6,0,22,Matches
98,Njabulo Blom,za RSA,MF,St. Louis,24,1999,9.7,330,400,82.5,5049,1688,190,214,121,138,15,27,0,0.1,0.3,-0.1,3,38,2,0,44,Matches
99,Emmanuel Boateng,gh GHA,FW,NE Revolution,30,1994,7.8,178,246,72.4,2772,743,99,119,61,78,12,25,2,1.3,0.7,+0.7,9,14,10,5,18,Matches
100,Isaac Boehmer,us USA,GK,Vancouver W'caps,22,2001,1.0,17,36,47.2,559,416,3,3,9,9,5,23,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
101,Mateusz Bogusz,pl POL,FW,LAFC,22,2001,29.0,854,1087,78.6,14740,3663,401,459,331,391,98,171,6,5.4,5.2,+0.6,66,81,47,5,132,Matches
102,Moïse Bombito,ca CAN,DF,Colorado Rapids,23,2000,17.2,722,853,84.6,14346,5338,222,255,403,446,85,129,0,0.1,0.5,-0.1,2,73,4,0,78,Matches
103,Alex Bono,us USA,GK,D.C. United,29,1994,29.0,664,1057,62.8,24716,21612,80,81,220,227,362,739,0,0.0,0.2,0.0,0,70,0,0,4,Matches
104,Shanyder Borgelin,ht HAI,"FW,MF",Inter Miami,22,2001,1.5,16,31,51.6,207,5,9,16,4,5,1,4,0,0.0,0.1,0.0,0,1,0,0,0,Matches
105,Dylan Borrero,co COL,"FW,MF",NE Revolution,22,2002,10.5,416,523,79.5,7199,1951,212,240,146,189,49,70,3,1.6,1.5,+1.4,16,37,23,6,58,Matches
106,Denis Bouanga,ga GAB,FW,LAFC,29,1994,30.6,490,725,67.6,7932,2107,265,330,156,224,51,100,9,9.9,6.5,-0.9,55,25,34,3,77,Matches
107,Ousseni Bouda,bf BFA,FW,SJ Earthquakes,23,2000,4.2,76,98,77.6,1043,128,44,51,27,31,3,7,0,0.2,0.1,-0.2,1,3,1,0,7,Matches
108,Aaron Boupendza,ga GAB,"FW,MF",FC Cincinnati,27,1996,6.1,95,140,67.9,1289,337,59,79,26,39,4,9,1,0.3,0.3,+0.7,5,9,1,0,8,Matches
109,Giuseppe Bovalina,au AUS,"DF,FW",Vancouver W'caps,19,2004,1.9,36,55,65.5,651,210,18,23,10,16,7,10,0,0.0,0.2,0.0,1,1,0,0,2,Matches
110,Michael Boxall,nz NZL,DF,Minnesota Utd,35,1988,31.5,1008,1197,84.2,19382,7391,351,386,531,585,107,179,0,0.4,0.5,-0.4,8,64,4,0,59,Matches
111,Tyler Boyd,us USA,"FW,MF",Nashville SC,29,1994,12.6,267,362,73.8,4534,1235,149,179,78,96,33,57,2,1.2,2.0,+0.8,13,33,14,3,43,Matches
112,Chris Brady,us USA,GK,Chicago Fire,19,2004,33.0,659,926,71.2,17780,12658,118,119,344,353,192,448,1,0.0,0.0,+1.0,1,8,0,0,1,Matches
113,Alejandro Bran,cr CRC,MF,Minnesota Utd,22,2001,4.8,173,212,81.6,3017,808,86,92,58,69,22,36,0,0.1,0.1,-0.1,2,22,2,0,22,Matches
114,Claudio Bravo,ar ARG,DF,Portland Timbers,26,1997,17.7,764,997,76.6,13678,5384,338,386,330,393,80,157,2,0.6,1.5,+1.4,11,80,16,7,85,Matches
115,David Brekalo,si SVN,DF,Orlando City,25,1998,12.6,530,623,85.1,9637,3575,212,228,270,297,44,83,0,0.0,0.2,0.0,2,33,0,0,41,Matches
116,Luke Brennan,us USA,"FW,DF",Atlanta Utd,18,2005,1.7,21,26,80.8,319,23,12,14,5,6,2,3,0,0.5,0.6,-0.5,2,2,0,0,1,Matches
117,Sebastian Breza,ca CAN,GK,CF Montréal,25,1998,1.0,16,37,43.2,439,311,3,3,8,8,4,25,0,0.0,0.0,0.0,0,1,0,0,0,Matches
118,Yannick Bright,it ITA,MF,Inter Miami,22,2001,15.6,663,765,86.7,10610,2690,330,361,275,302,35,57,2,0.6,0.3,+1.4,7,52,2,0,49,Matches
119,Andrew Brody,us USA,DF,Real Salt Lake,28,1995,23.4,1290,1508,85.5,21019,6710,641,703,546,632,86,132,1,1.0,1.3,0.0,15,98,14,8,115,Matches
120,Brandt Bronico,us USA,MF,Charlotte,28,1995,19.3,395,521,75.8,6527,1509,184,225,170,207,26,51,5,3.0,1.5,+2.0,18,42,11,1,52,Matches
121,Lachlan Brook,au AUS,FW,Real Salt Lake,22,2001,2.6,65,85,76.5,1066,272,34,39,19,22,8,16,0,0.2,0.3,-0.2,4,6,2,0,6,Matches
122,Javain Brown,jm JAM,DF,Vancouver W'caps,24,1999,10.8,499,631,79.1,9694,3188,161,186,290,339,45,93,1,0.4,0.8,+0.6,5,34,9,6,31,Matches
123,Javain Brown,jm JAM,DF,Real Salt Lake,24,1999,3.7,161,210,76.7,3121,999,60,67,79,91,20,46,0,0.5,0.4,-0.5,3,17,4,1,17,Matches
124,Gastón Brugman,uy URU,MF,LA Galaxy,31,1992,13.2,905,1012,89.4,14862,4948,441,477,352,381,78,102,1,1.2,1.5,-0.2,13,94,17,2,121,Matches
125,Pavel Bucha,cz CZE,MF,FC Cincinnati,25,1998,32.4,1476,1665,88.6,23461,6089,772,836,559,619,104,127,2,1.4,2.2,+0.6,23,118,26,1,176,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
126,Noel Buck,eng ENG,"MF,FW",NE Revolution,18,2005,6.0,206,235,87.7,3500,883,85,93,106,113,10,18,1,0.7,0.6,+0.3,6,21,4,0,31,Matches
127,Dawid Bugaj,pl POL,DF,CF Montréal,19,2004,1.8,40,56,71.4,495,123,27,31,11,17,0,2,0,0.0,0.1,0.0,0,1,0,0,4,Matches
128,Osman Bukari,gh GHA,"FW,MF",Austin,25,1998,6.8,99,151,65.6,1525,387,52,67,40,59,5,15,2,1.9,1.7,+0.1,13,7,13,3,18,Matches
129,Teal Bunbury,us USA,FW,Nashville SC,33,1990,12.8,228,328,69.5,3464,487,130,166,79,119,13,16,2,1.2,0.7,+0.8,10,16,4,0,25,Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,3.3,33,59,55.9,559,309,18,30,8,12,6,9,1,0.9,0.5,+0.1,4,10,1,0,10,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,813,1135,71.6,24354,18265,112,113,399,409,302,609,0,0.0,0.1,0.0,2,54,1,0,12,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,42,56,75.0,867,586,16,16,17,19,8,19,0,0.0,0.0,0.0,0,0,0,0,0,Matches
133,Sergio Busquets,es ESP,"MF,DF",Inter Miami,35,1988,27.6,1866,2104,88.7,33136,13047,777,844,830,893,197,261,4,2.9,3.3,+1.1,20,176,14,0,177,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,8.7,329,453,72.6,5892,2276,155,186,141,179,29,58,1,0.7,1.1,+0.3,4,16,6,2,24,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31.0,1251,1583,79.0,22066,7742,565,626,545,641,120,255,2,1.9,1.8,+0.1,20,150,27,17,154,Matches
136,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,24,1999,14.5,251,335,74.9,3569,854,164,192,59,82,19,28,2,2.1,2.0,-0.1,15,17,16,4,33,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,11.9,668,713,93.7,10873,3768,303,314,318,329,29,46,0,0.3,0.1,-0.3,2,25,0,0,26,Matches
138,Deiber Caicedo,co COL,"FW,DF",Vancouver W'caps,23,2000,1.4,41,50,82.0,647,135,21,23,17,22,2,2,0,0.0,0.1,0.0,0,3,1,0,9,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,2.2,124,144,86.1,1915,457,66,72,44,50,9,13,0,0.2,0.2,-0.2,3,16,1,0,13,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,902,1116,80.8,21030,13814,200,203,500,508,198,401,0,0.0,0.0,0.0,0,4,0,0,0,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,25.7,1715,1936,88.6,31060,14175,697,737,841,924,162,234,1,0.4,0.3,+0.6,4,94,1,0,76,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,0.3,5,14,35.7,65,17,4,6,1,8,0,0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,14.2,286,377,75.9,4019,582,164,207,80,100,19,25,2,1.3,2.3,+0.7,9,13,11,2,31,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,24.4,1519,1788,85.0,26462,9669,662,706,749,828,93,203,2,1.1,0.8,+0.9,9,140,7,0,119,Matches
