rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
185,Marcel Halstenberg,de GER,DF,RB Leipzig,28,1991,18.3,29,18,20,8,1,19,41,22,15,3,12,16,45,35,0,Matches
186,Amine Harit,ma MAR,"MF,FW",Schalke 04,23,1997,23.3,22,13,8,11,3,10,23,13,9,1,8,17,39,7,1,Matches
187,Marcel Hartel,de GER,MF,Arminia,24,1996,18.7,35,19,15,18,2,20,40,20,17,4,13,26,61,16,1,Matches
188,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,36,1984,25.4,43,29,21,20,2,25,51,26,31,12,19,31,74,68,2,Matches
189,Thorgan Hazard,be BEL,"MF,FW",Dortmund,27,1993,7.3,8,2,6,1,1,3,13,10,4,0,4,10,18,1,0,Matches
190,Jonas Hector,de GER,"MF,FW",Köln,30,1990,14.3,34,22,8,21,5,15,35,20,24,5,19,19,53,20,1,Matches
191,Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,24,1996,5.1,3,2,1,0,2,1,7,6,4,0,4,1,4,1,0,Matches
192,Dominique Heintz,de GER,DF,Freiburg,26,1993,15.2,22,11,19,3,0,10,19,9,10,8,2,35,57,49,0,Matches
193,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,23,1997,6.0,12,7,4,5,3,2,9,7,9,1,8,8,20,8,0,Matches
194,Lucas Hernández,fr FRA,DF,Bayern Munich,24,1996,17.7,41,31,16,17,8,17,31,14,24,6,18,19,60,38,0,Matches
195,Patrick Herrmann,de GER,"FW,MF",Gladbach,29,1991,9.7,9,6,4,3,2,2,14,12,16,0,16,10,19,8,0,Matches
196,Martin Hinteregger,at AUT,DF,Eint Frankfurt,27,1992,28.1,77,49,53,22,2,37,63,26,31,12,19,44,121,92,0,Matches
197,Marwin Hitz,ch SUI,GK,Dortmund,32,1987,15.5,1,1,1,0,0,1,1,0,0,0,0,0,1,7,1,Matches
198,Nicolas Höfler,de GER,MF,Freiburg,30,1990,30.3,54,28,16,31,7,23,59,36,34,10,24,66,120,41,2,Matches
199,Jonas Hofmann,de GER,"FW,MF",Gladbach,28,1992,20.2,26,20,12,12,2,10,53,43,27,2,25,27,53,9,0,Matches
200,Marco Höger,de GER,"DF,MF",Köln,30,1989,0.6,1,0,0,1,0,1,2,1,2,0,2,2,3,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Lucas Höler,de GER,"FW,MF",Freiburg,26,1994,23.2,36,24,13,19,4,12,32,20,19,2,17,16,52,14,0,Matches
202,Matthew Hoppe,us USA,FW,Schalke 04,19,2001,14.5,6,6,1,3,2,2,12,10,8,2,6,4,10,15,0,Matches
203,Jannes Horn,de GER,DF,Köln,23,1997,19.6,35,19,23,11,1,23,31,8,19,2,17,10,45,45,0,Matches
204,Timo Horn,de GER,GK,Köln,27,1993,33.4,1,0,1,0,0,1,4,3,1,0,1,0,1,11,2,Matches
205,Lukáš Hrádecký,fi FIN,GK,Leverkusen,30,1989,28.5,0,0,0,0,0,0,1,1,0,0,0,1,1,11,3,Matches
206,Ajdin Hrustic,au AUS,"MF,DF",Eint Frankfurt,24,1996,3.0,6,5,2,3,1,3,10,7,2,0,2,4,10,3,0,Matches
207,Florian Hübner,de GER,DF,Union Berlin,29,1991,5.8,10,5,7,3,0,7,15,8,7,3,4,13,23,21,0,Matches
208,Mats Hummels,de GER,DF,Dortmund,31,1988,31.3,58,40,34,18,6,26,42,16,31,22,9,73,131,122,2,Matches
209,Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,36,1983,6.5,4,2,0,2,2,0,2,2,3,1,2,2,6,3,0,Matches
210,Iago,br BRA,DF,Augsburg,23,1997,17.3,37,27,21,13,3,17,29,12,17,5,12,22,59,55,0,Matches
211,Vedad Ibišević,ba BIH,FW,Schalke 04,35,1984,1.7,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,Matches
212,Blendi Idrizi,xk KVX,MF,Schalke 04,22,1998,2.6,8,4,1,6,1,1,1,0,6,2,4,3,11,1,0,Matches
213,Stefan Ilsanker,at AUT,"MF,DF",Eint Frankfurt,31,1989,17.5,33,20,17,15,1,21,42,21,30,8,22,30,63,51,2,Matches
214,Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,24,1996,21.8,17,11,5,6,6,8,26,18,22,0,22,18,35,10,0,Matches
215,Abass Issah,gh GHA,"DF,FW",Mainz 05,21,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Ismail Jakobs,sn SEN,"MF,FW",Köln,20,1999,19.2,25,10,17,4,4,11,21,10,18,1,17,16,41,36,0,Matches
217,Tony Jantschke,de GER,DF,Gladbach,30,1990,3.0,2,2,1,1,0,1,3,2,6,4,2,4,6,7,0,Matches
218,Rune Jarstein,no NOR,GK,Hertha BSC,35,1984,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Matches
219,Tin Jedvaj,hr CRO,DF,Leverkusen,24,1995,1.7,5,2,2,3,0,1,3,2,2,1,1,2,7,9,0,Matches
220,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,22,1997,4.2,3,2,1,2,0,3,6,3,4,1,3,2,5,6,0,Matches
221,Marco John,de GER,DF,Hoffenheim,18,2002,11.1,21,15,9,5,7,10,22,12,18,1,17,16,37,21,0,Matches
222,Luka Jović,rs SRB,FW,Eint Frankfurt,22,1997,9.9,2,0,0,2,0,0,4,4,3,0,3,1,3,7,0,Matches
223,Ozan Kabak,tr TUR,DF,Schalke 04,20,2000,13.8,17,9,11,5,1,6,13,7,20,11,9,13,30,57,0,Matches
224,Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,28,1992,17.6,15,12,7,6,2,6,15,9,12,3,9,18,33,31,0,Matches
225,Florian Kainz,at AUT,"MF,FW",Köln,27,1992,5.0,4,2,0,4,0,2,8,6,7,0,7,3,7,3,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Sasa Kalajdzic,at AUT,FW,Stuttgart,23,1997,23.7,16,12,4,5,7,2,17,15,10,1,9,9,25,21,0,Matches
227,Daichi Kamada,jp JPN,MF,Eint Frankfurt,23,1996,26.2,48,28,21,16,11,16,49,33,18,1,17,14,62,22,0,Matches
228,Marcin Kamiński,pl POL,DF,Stuttgart,28,1992,2.4,1,1,0,0,1,0,0,0,2,1,1,1,2,10,0,Matches
229,Kevin Kampl,si SVN,MF,RB Leipzig,29,1990,21.5,38,26,9,24,5,18,35,17,20,2,18,29,67,14,0,Matches
230,Jimmy Kaparos,do DOM,MF,Schalke 04,18,2001,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
231,Atakan Karazor,,"DF,MF",Stuttgart,23,1996,11.5,20,12,12,7,1,13,22,9,18,8,10,21,41,50,2,Matches
232,Loris Karius,de GER,GK,Union Berlin,27,1993,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches
233,Silas Katompa,cd COD,"DF,FW",Stuttgart,21,1998,21.3,48,29,19,19,10,21,44,23,29,1,28,22,70,11,2,Matches
234,Noah Katterbach,de GER,"DF,MF",Köln,19,2001,12.3,18,11,11,6,1,13,21,8,7,3,4,23,41,22,0,Matches
235,Yannik Keitel,de GER,MF,Freiburg,20,2000,5.5,12,8,7,4,1,7,9,2,9,3,6,10,22,8,0,Matches
236,Marc-Oliver Kempf,de GER,DF,Stuttgart,25,1995,30.3,49,26,28,18,3,29,49,20,40,25,15,68,117,103,1,Matches
237,Rani Khedira,de GER,MF,Augsburg,26,1994,20.2,29,10,13,15,1,10,20,10,14,5,9,31,60,47,0,Matches
238,Sami Khedira,de GER,MF,Hertha BSC,33,1987,4.4,11,6,3,7,1,6,12,6,4,0,4,9,20,7,0,Matches
239,Luca Kilian,de GER,DF,Mainz 05,20,1999,4.2,14,7,10,4,0,9,17,8,3,1,2,13,27,12,0,Matches
240,Joshua Kimmich,de GER,MF,Bayern Munich,25,1995,24.4,40,28,16,19,5,10,53,43,25,5,20,36,76,19,0,Matches
241,Davy Klaassen,nl NED,MF,Werder Bremen,27,1993,2.5,3,1,0,1,2,0,5,5,5,1,4,3,6,4,0,Matches
242,Felix Klaus,de GER,"DF,MF",Wolfsburg,27,1992,1.5,7,4,3,4,0,4,5,1,4,0,4,2,9,4,0,Matches
243,Klauss,br BRA,"MF,FW",Hoffenheim,23,1997,0.6,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,Matches
244,Philipp Klement,de GER,"MF,FW",Stuttgart,27,1992,4.7,7,3,6,0,1,3,7,4,9,2,7,6,13,7,0,Matches
245,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,20,2000,13.3,20,15,6,10,4,5,18,13,5,1,4,2,22,2,0,Matches
246,Fabian Klos,de GER,FW,Arminia,32,1987,30.1,24,13,9,11,4,7,26,19,20,6,14,4,28,29,0,Matches
247,Lukas Klostermann,de GER,DF,RB Leipzig,24,1996,16.1,23,19,8,12,3,11,18,7,16,6,10,18,41,44,1,Matches
248,Justin Kluivert,nl NED,"FW,MF",RB Leipzig,21,1999,9.0,2,1,1,1,0,0,2,2,4,0,4,5,7,3,0,Matches
249,Lukas Klünter,de GER,DF,Hertha BSC,24,1996,11.0,10,5,6,4,0,5,10,5,3,1,2,11,21,29,1,Matches
250,Ansgar Knauff,de GER,"MF,FW",Dortmund,18,2002,0.8,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Robin Knoche,de GER,DF,Union Berlin,28,1992,33.8,44,29,30,12,2,23,39,16,43,27,16,49,93,118,2,Matches
252,Gregor Kobel,ch SUI,GK,Stuttgart,22,1997,33.0,2,2,2,0,0,2,2,0,0,0,0,2,4,8,1,Matches
253,Dominik Kohr,de GER,MF,Mainz 05,26,1994,14.1,47,31,14,26,7,20,39,19,18,5,13,27,74,15,0,Matches
254,Dominik Kohr,de GER,"MF,DF",Eint Frankfurt,26,1994,2.9,11,7,0,7,4,4,9,5,5,1,4,9,20,9,0,Matches
255,Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,27,1993,15.8,20,17,10,7,3,8,18,10,17,5,12,20,40,17,0,Matches
256,Ibrahima Konaté,fr FRA,DF,RB Leipzig,21,1999,7.7,6,4,2,3,1,2,8,6,6,3,3,8,14,24,0,Matches
257,Filip Kostić,rs SRB,DF,Eint Frankfurt,27,1992,28.2,54,31,22,23,9,22,54,32,43,6,37,26,80,28,2,Matches
258,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29,1991,26.4,7,4,4,0,3,3,8,5,8,1,7,7,14,5,1,Matches
259,Christoph Kramer,de GER,MF,Gladbach,29,1991,22.6,55,37,22,28,5,28,58,30,32,11,21,34,89,39,0,Matches
260,Max Kruse,de GER,"FW,MF",Union Berlin,32,1988,18.1,7,3,1,5,1,2,9,7,11,0,11,3,10,3,0,Matches
261,Lukas Kübler,de GER,"DF,MF",Freiburg,27,1992,9.8,15,8,9,5,1,9,14,5,9,3,6,21,36,31,0,Matches
262,Pierre Kunde,cm CMR,MF,Mainz 05,25,1995,5.7,8,4,1,5,2,2,9,7,6,0,6,10,18,9,0,Matches
263,Fabian Kunze,de GER,MF,Arminia,22,1998,14.1,38,26,19,15,4,19,42,23,19,3,16,18,56,22,1,Matches
264,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20,2000,1.2,1,0,0,0,1,1,2,1,1,0,1,0,1,0,0,Matches
265,Maxence Lacroix,fr FRA,DF,Wolfsburg,20,2000,28.8,49,29,37,12,0,24,45,21,51,21,30,65,114,140,1,Matches
266,Konrad Laimer,at AUT,"DF,MF",RB Leipzig,23,1997,0.9,2,0,0,1,1,0,4,4,2,0,2,1,3,0,0,Matches
267,Stefan Lainer,at AUT,DF,Gladbach,27,1992,30.8,62,37,30,22,10,27,60,33,34,5,29,35,97,85,1,Matches
268,Michael Langer,at AUT,GK,Schalke 04,35,1985,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Matches
269,Danny Latza,de GER,MF,Mainz 05,30,1989,20.0,43,26,12,19,12,23,70,47,39,3,36,27,70,23,0,Matches
270,Valentino Lazaro,at AUT,"DF,FW",Gladbach,24,1996,13.8,17,11,7,5,5,12,19,7,18,1,17,15,32,20,0,Matches
271,Mathew Leckie,au AUS,"FW,DF",Hertha BSC,29,1991,5.6,12,3,5,5,2,4,11,7,8,0,8,13,25,9,0,Matches
272,Christopher Lenz,de GER,"DF,FW",Union Berlin,25,1994,25.0,74,41,39,30,5,35,71,36,34,5,29,35,109,50,0,Matches
273,Robert Lewandowski,pl POL,FW,Bayern Munich,31,1988,27.3,15,9,0,7,8,2,13,11,9,1,8,3,18,11,0,Matches
274,Philipp Lienhart,at AUT,DF,Freiburg,24,1996,33.3,21,13,12,7,2,9,20,11,30,21,9,42,63,100,0,Matches
275,Dimitris Limnios,gr GRE,"MF,FW",Köln,22,1998,4.2,9,6,3,5,1,5,6,1,5,0,5,2,11,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Niklas Lomb,de GER,GK,Leverkusen,27,1993,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches
277,Eduard Löwen,de GER,"MF,DF",Hertha BSC,23,1997,0.9,5,1,3,1,1,2,5,3,1,0,1,1,6,1,0,Matches
278,Jan Luca Schuler,de GER,FW,Schalke 04,21,1999,0.4,2,2,1,1,0,0,1,1,1,0,1,0,2,0,0,Matches
279,Anderson Lucoqui,ao ANG,DF,Arminia,23,1997,17.8,40,25,23,17,0,20,40,20,30,7,23,27,67,53,0,Matches
280,Kilian Ludewig,de GER,"DF,FW",Schalke 04,20,2000,5.8,16,6,10,5,1,8,25,17,7,0,7,3,19,14,0,Matches
281,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,22,1997,20.6,21,14,13,5,3,9,20,11,14,1,13,12,33,8,0,Matches
282,Andreas Luthe,de GER,GK,Union Berlin,33,1987,30.8,1,1,1,0,0,1,3,2,1,0,1,0,1,8,3,Matches
283,Tim Maciejewski,de GER,FW,Union Berlin,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Luca Mack,de GER,MF,Stuttgart,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
285,Mikail Maden,no NOR,FW,Schalke 04,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Arne Maier,de GER,MF,Arminia,21,1999,11.5,13,9,5,7,1,4,11,7,10,3,7,8,21,11,1,Matches
287,Arne Maier,de GER,MF,Hertha BSC,21,1999,0.3,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,Matches
288,Yunus Mallı,tr TUR,MF,Wolfsburg,28,1992,0.6,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,Matches
289,Orel Mangala,be BEL,MF,Stuttgart,22,1998,23.4,27,15,13,11,3,17,28,11,27,10,17,26,53,30,0,Matches
290,Omar Marmoush,eg EGY,FW,Wolfsburg,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
291,Aarón Martín,es ESP,"DF,FW",Mainz 05,23,1997,2.9,3,2,2,1,0,2,4,2,1,0,1,2,5,2,0,Matches
292,Javi Martínez,es ESP,"DF,MF",Bayern Munich,31,1988,5.2,10,5,4,4,2,7,9,2,8,4,4,13,23,19,0,Matches
293,Josep Martinez,es ESP,GK,RB Leipzig,22,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
294,Omar Mascarell,gq EQG,MF,Schalke 04,27,1993,19.6,41,24,15,19,7,21,54,33,40,14,26,37,78,32,1,Matches
295,Roberto Massimo,de GER,"DF,FW",Stuttgart,19,2000,8.4,21,11,13,5,3,11,24,13,5,1,4,11,32,13,0,Matches
296,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23,1997,11.1,6,3,1,3,2,0,3,3,3,1,2,4,10,6,0,Matches
297,Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,19,2000,2.4,3,2,0,3,0,2,3,1,1,0,1,1,4,1,0,Matches
298,Henning Matriciani,de GER,DF,Schalke 04,20,2000,0.3,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,Matches
299,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,22,1997,16.3,42,29,29,12,1,27,46,19,25,10,15,59,101,66,1,Matches
300,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31,1989,9.1,8,2,0,5,3,1,4,3,6,0,6,2,10,7,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Kevin Mbabu,ch SUI,DF,Wolfsburg,25,1995,18.2,51,33,27,17,7,24,35,11,28,7,21,22,73,59,1,Matches
302,Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20,2000,12.9,19,13,14,3,2,8,27,19,17,6,11,13,32,27,0,Matches
303,Nathan de Medina,be BEL,DF,Arminia,22,1997,7.1,16,10,9,6,1,3,10,7,12,2,10,11,27,22,0,Matches
304,Joshua Mees,de GER,FW,Union Berlin,24,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,29,1991,9.1,17,9,6,7,4,6,16,10,7,0,7,5,22,1,0,Matches
306,Hamza Mendyl,ma MAR,"FW,DF",Schalke 04,22,1997,1.1,2,2,2,0,0,0,2,2,2,0,2,0,2,2,0,Matches
307,Levent Mercan,de GER,FW,Schalke 04,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
308,Jorge Meré,es ESP,DF,Köln,23,1997,14.4,13,6,9,3,1,6,13,7,14,11,3,15,28,63,0,Matches
309,Thomas Meunier,be BEL,DF,Dortmund,28,1991,16.4,30,21,19,6,5,20,29,9,16,6,10,18,48,29,2,Matches
310,Max Meyer,de GER,MF,Köln,24,1995,3.9,7,4,3,3,1,4,8,4,4,1,3,3,10,1,0,Matches
311,Jonas Michelbrink,de GER,MF,Hertha BSC,19,2001,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,23,1997,20.0,66,39,42,21,3,35,72,37,34,5,29,55,121,61,1,Matches
313,Anthony Modeste,fr FRA,FW,Köln,32,1988,2.5,2,0,0,2,0,0,1,1,0,0,0,0,2,2,0,Matches
314,Kevin Möhwald,de GER,MF,Werder Bremen,27,1993,17.3,15,9,9,5,1,4,18,14,10,3,7,32,47,19,2,Matches
315,Niklas Moisander,fi FIN,DF,Werder Bremen,34,1985,13.6,14,11,11,3,0,8,14,6,15,8,7,22,36,61,0,Matches
316,Alkhaly Momo Cissé,gn GUI,"FW,DF",Stuttgart,17,2002,0.4,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,Matches
317,Jan Morávek,cz CZE,MF,Augsburg,30,1989,3.0,5,3,4,1,0,1,8,7,3,0,3,7,12,2,0,Matches
318,Mateu Morey,es ESP,DF,Dortmund,20,2000,9.2,13,7,4,7,2,9,12,3,6,1,5,18,31,7,1,Matches
319,Youssoufa Moukoko,de GER,"FW,MF",Dortmund,15,2004,4.7,3,2,1,1,1,0,0,0,3,0,3,0,3,2,0,Matches
320,Nordi Mukiele,fr FRA,DF,RB Leipzig,22,1997,18.6,44,30,14,28,2,21,37,16,33,1,32,23,67,33,2,Matches
321,Florian Müller,de GER,GK,Freiburg,22,1997,31.0,0,0,0,0,0,0,3,3,1,0,1,2,2,10,1,Matches
322,Sebastian Müller,de GER,"MF,DF",Arminia,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
323,Thomas Müller,de GER,MF,Bayern Munich,30,1989,29.7,49,22,11,23,15,24,73,49,43,3,40,21,70,18,1,Matches
324,Petar Musa,hr CRO,FW,Union Berlin,22,1998,7.9,12,8,3,6,3,4,8,4,10,0,10,4,16,5,0,Matches
325,Jamal Musiala,de GER,"FW,MF",Bayern Munich,17,2003,9.8,20,12,5,7,8,7,22,15,17,2,15,14,34,3,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
326,Shkodran Mustafi,de GER,DF,Schalke 04,28,1992,11.5,16,5,15,1,0,3,12,9,20,15,5,32,48,76,1,Matches
327,Phillipp Mwene,at AUT,"DF,MF",Mainz 05,26,1994,18.6,36,23,21,11,4,19,38,19,26,3,23,24,60,33,0,Matches
328,Obite N'Dicka,ci CIV,DF,Eint Frankfurt,20,1999,22.7,31,23,16,15,0,16,28,12,27,6,21,47,78,85,0,Matches
329,Matija Nastasić,rs SRB,DF,Schalke 04,27,1993,13.6,11,7,9,2,0,9,16,7,22,18,4,26,37,51,1,Matches
330,Paul Nebel,de GER,"MF,FW",Mainz 05,17,2002,0.6,1,1,0,1,0,0,1,1,0,0,0,2,3,0,0,Matches
331,Luca Netz,de GER,"DF,FW",Hertha BSC,17,2003,3.4,14,8,12,2,0,6,17,11,3,0,3,6,20,8,0,Matches
332,Manuel Neuer,de GER,GK,Bayern Munich,34,1986,33.0,0,0,0,0,0,0,1,1,0,0,0,2,2,12,3,Matches
333,Florian Neuhaus,de GER,MF,Gladbach,23,1997,29.1,48,28,19,26,3,19,63,44,35,7,28,50,98,20,1,Matches
334,Jessic Ngankam,de GER,FW,Hertha BSC,20,2000,3.3,5,2,1,2,2,1,3,2,6,1,5,0,5,1,0,Matches
335,Moussa Niakhate,sn SEN,DF,Mainz 05,24,1996,31.8,42,22,28,13,1,14,29,15,31,15,16,49,91,79,0,Matches
336,Tanguy Nianzou,fr FRA,"DF,FW",Bayern Munich,18,2002,1.3,3,1,3,0,0,1,1,0,0,0,0,3,6,1,0,Matches
337,Florian Niederlechner,de GER,FW,Augsburg,29,1990,19.3,7,5,1,4,2,0,10,10,8,3,5,10,17,18,0,Matches
338,Joakim Nilsson,se SWE,DF,Arminia,26,1994,24.0,36,24,23,12,1,14,23,9,29,22,7,39,75,111,0,Matches
339,Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,22,1997,21.0,16,11,3,7,6,8,18,10,27,1,26,9,25,14,0,Matches
340,Håvard Nordtveit,no NOR,DF,Hoffenheim,30,1990,7.8,6,2,5,1,0,6,8,2,4,2,2,13,19,42,0,Matches
341,Alexander Nübel,de GER,GK,Bayern Munich,23,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
342,Kasim Nuhu,gh GHA,DF,Hoffenheim,25,1995,11.0,13,7,9,4,0,6,10,4,8,3,5,15,28,38,0,Matches
343,Bastian Oczipka,de GER,"DF,FW",Schalke 04,31,1989,21.4,33,20,22,10,1,7,21,14,22,4,18,24,57,41,0,Matches
344,Masaya Okugawa,jp JPN,MF,Arminia,24,1996,10.2,17,8,5,11,1,6,14,8,17,2,15,8,25,5,0,Matches
345,Dani Olmo,es ESP,MF,RB Leipzig,22,1998,24.4,23,14,6,13,4,4,23,19,15,0,15,13,36,21,0,Matches
346,Karim Onisiwo,at AUT,"FW,MF",Mainz 05,28,1992,20.5,31,20,7,15,9,14,23,9,20,1,19,5,36,12,0,Matches
347,Willi Orban,hu HUN,DF,RB Leipzig,27,1992,26.3,40,26,19,15,6,23,37,14,29,20,9,40,80,74,0,Matches
348,Stefan Ortega,de GER,GK,Arminia,27,1992,34.0,2,1,2,0,0,2,6,4,0,0,0,0,2,12,3,Matches
349,Yuya Osako,jp JPN,"MF,FW",Werder Bremen,30,1990,8.5,12,8,2,5,5,2,9,7,6,1,5,5,17,7,0,Matches
350,Paulo Otávio,br BRA,DF,Wolfsburg,25,1994,19.3,60,40,32,22,6,34,62,28,51,7,44,42,102,59,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
351,Reece Oxford,eng ENG,DF,Augsburg,21,1998,15.1,26,18,15,11,0,10,17,7,28,22,6,29,55,89,0,Matches
352,Salih Özcan,tr TUR,MF,Köln,22,1998,15.2,21,13,11,10,0,12,33,21,11,2,9,20,41,14,1,Matches
353,Levin Öztunalı,de GER,"DF,FW",Mainz 05,24,1996,8.4,24,18,14,8,2,8,17,9,15,0,15,15,39,16,0,Matches
354,Gonçalo Paciência,pt POR,FW,Schalke 04,25,1994,8.3,8,3,4,1,3,4,16,12,4,1,3,1,9,3,0,Matches
355,Exequiel Palacios,ar ARG,MF,Leverkusen,21,1998,6.4,31,17,12,16,3,17,30,13,13,0,13,12,43,7,0,Matches
356,Merveille Papela,de GER,DF,Mainz 05,19,2001,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
357,Felix Passlack,de GER,DF,Dortmund,22,1998,4.0,9,6,4,2,3,4,8,4,11,1,10,3,12,2,0,Matches
358,Paulinho,br BRA,FW,Leverkusen,20,2000,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
359,Benjamin Pavard,fr FRA,DF,Bayern Munich,24,1996,21.6,44,27,20,16,8,23,40,17,29,5,24,48,92,31,1,Matches
360,Jiří Pavlenka,cz CZE,GK,Werder Bremen,28,1992,34.0,2,0,2,0,0,2,2,0,0,0,0,1,3,17,4,Matches
361,Vasileios Pavlidis,gr GRE,FW,Schalke 04,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Mads Pedersen,dk DEN,DF,Augsburg,23,1996,9.9,25,16,20,3,2,10,22,12,13,3,10,15,40,32,0,Matches
363,Peter Pekarík,sk SVK,DF,Hertha BSC,33,1986,18.8,24,18,17,7,0,17,31,14,19,8,11,27,51,41,0,Matches
364,Philipp Pentke,de GER,GK,Hoffenheim,35,1985,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
365,Pavao Pervan,at AUT,GK,Wolfsburg,32,1987,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
366,Nils Petersen,de GER,FW,Freiburg,31,1988,14.5,11,7,2,6,3,3,21,18,25,1,24,9,20,28,0,Matches
367,Lukas Petkov,bg BUL,MF,Augsburg,19,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
368,Maximilian Philipp,de GER,MF,Wolfsburg,26,1994,12.3,15,6,3,6,6,5,21,16,17,0,17,6,21,3,0,Matches
369,Krzysztof Piątek,pl POL,FW,Hertha BSC,25,1995,18.1,9,4,1,7,1,3,22,19,11,0,11,6,15,14,0,Matches
370,Amos Pieper,de GER,DF,Arminia,22,1998,29.8,58,32,39,17,2,20,33,13,48,35,13,66,124,160,3,Matches
